Botanical Name;Height;Spread;Spacing;USDA Hardiness Zone;Bloom Color;Common Name;Soil Moisture Preference;Exposure;Flowering Months;Attracts Wildlife;Extra Attributes;Deer Resistant;Foliage Color;Growth Rate;Salt Tolerance;Season of Interest;Phytoremediation
Helianthus angustifolius;5-7 ft;4-6 ft;3-4 ft;5-9;Yellow;Swamp sunflower, narrow leaved sunflower;Moist to Wet;Full Sun to Partial Shade;November,October;Butterflies,Songbirds,Pollinators;Drought Tolerant,Cut Flower,Clay Soil,Bog,Naturalizing,East-Coast Native;Deer Resistant;Green; ; ; ; ;
Helianthus decapetalus;5 ft;3 ft; ;4-9;Yellow;Ten petaled sunflower;Moist to Dry;Partial Shade to Full Sun;July,August; ; ; ;Green; ; ; ; ;
Helianthus divaricatus;6 ft;1-3 ft; ;5-9;Yellow;Woodland sunflower;Moist to Dry;Partial Shade to Full Sun;August,July;Butterflies,Songbirds;Naturalizing,Drought Tolerant,Cut Flower;Deer Resistant;Green; ; ; ; ;
Helianthus microcephalus;4-6 ft;2-3 ft;4-6 ft;4-8;Yellow;small woodland sunflower;Dry;Sun/Light Shade;September,August,July;Songbirds,Pollinators,Butterflies;Cut Flower,Clay Soil,Rock Garden,Naturalizing,East-Coast Native,Drought Tolerant;Deer Resistant;Green;Fast; ;Summer,Spring; ;
Heliopsis helianthiodes 'Summer Nights';3-4 ft;2-3 ft;3-6 ft;4-9;Yellow;Ox-eye sunflower;Moist/Well-Drained;Full Sun;July,June;Songbirds,Pollinators,Butterflies;Cut Flower,Bog,Rain Garden,Naturalizing,East-Coast Native,Drought Tolerant; ;Red;Medium; ;Summer,Spring; ;
Heliopsis helianthoides;4-5 ft;2-4 ft; ;4-9;Yellow;Ox-eye sunflower;Moist;Full Sun to Partial Shade;June,August,July;Songbirds,Butterflies;Drought Tolerant,Cut Flower,Clay Soil; ;Green; ; ; ; ;
Heliopsis helianthoides var. scabra 'Burning Hearts';3-4 ft;18-24 in;12-24 in;3-9;Red, Red Orange, Yellow Orange;Burning Hearts false sunflower;Moist to Dry; ;October,September,August,July;Butterflies,Songbirds,Pollinators;Drought Tolerant,Dried Flower,Cut Flower,Clay Soil,Rock Garden,Long Blooming,Interesting Foliage;Deer Resistant;Purple;Medium;High;Fall,Summer; ;
Heliopsis helianthoides var. scabra 'Summer Sun';24-36 in;18-24 in;24-36 in;3 - 9;Yellow;Summer Sun ox eye;Dry to Moist;Full Sun;July,June,August;Songbirds,Pollinators,Butterflies;Drought Tolerant,Cut Flower,Rock Garden,Coastal,Reblooming,Naturalizing,Long Blooming,Favorite;Deer Resistant;Green;Medium;High;Spring,Fall,Summer; ;
Heuchera americana;1-2 ft;1-2 ft;12-18 in;4-8;Green, White;American coral bell, alumroot;Moist/Well-Drained;Full Shade to Partial Shade;June,May; ;Naturalizing,Ground Cover,Evergreen,Drought Tolerant,Cut Flower,Clay Soil; ;Multi-Color;Medium; ;Spring,Winter,Fall,Summer; ;
Heuchera americana 'Dales Strain';1-2 ft;18 in; ;4-7;White;Dales alum root;Moist;Partial Shade to Full Shade;June,May;Pollinators;Interesting Foliage,Evergreen,Drought Tolerant,Cut Flower,Container,Naturalizing,Ground Cover;Deer Resistant;Multi-Color;Medium; ;Fall,Summer,Spring,Winter; ;
Heuchera villosa 'Autumn Bride';1-2 ft;3-4 ft;18-24 in;4-8;White;Hairy alumroot;Dry to Moist;Full Sun to Full Shade;November,October,September;Butterflies,Pollinators;Ground Cover,Interesting Foliage,Evergreen,Drought Tolerant,Cut Flower,Naturalizing;Deer Resistant;Green;Fast; ;Fall,Summer,Spring,Winter; ;
Hibiscus moscheutos;4-7 ft;3-4 ft;3-6 ft;5-8;Pink, White;Swamp mallow;Wet to Moist;Full Sun;September,August,July;Pollinators,Hummingbirds,Butterflies;East-Coast Native,Coastal,Rain Garden,Bog,Reblooming,Long Blooming;Deer Resistant;Green;Fast;Low;Summer; ;
Hibiscus moscheutos 'Disco Belle Pink';24-30 in;18-24 in;24-36 in;4-9;Pink;Disco Belle Pink Hardy Hibiscus;Moist to Wet;Full Sun;September,August,July;Pollinators,Butterflies;Reblooming,Long Blooming,Drought Tolerant,Rain Garden,Bog;Deer Resistant;Green;Fast;Low;Fall,Summer; ;
Hibiscus moscheutos 'Disco Belle Red';24-30 in;18-24 in;24-36 in;4-9;Red;Disco Belle Red Hardy Hibiscus;Moist to Wet;Full Sun;September,August,July;Pollinators,Butterflies;Reblooming,Long Blooming,Drought Tolerant,Rain Garden,Bog;Deer Resistant;Green;Fast;Low;Fall,Summer; ;
Hypericum prolificum;1-5 ft;1-4 ft;2 ft;3-8;Gold, Green;shrubby St John's wort;Dry to Moist;Full Sun to Partial Shade;August,July,June;Butterflies,Pollinators;East-Coast Native,Drought Tolerant,Cut Flower,Coastal,Clay Soil,Rock Garden,Naturalizing;Deer Resistant;Green;Medium;Medium;Summer,Spring; ;
Iris fulva;2-3 Feet; ; ;5-9;Copper;Copper Iris;Wet to Moist;Full Sun to Partial Shade;June,May;Butterflies,Pollinators,Hummingbirds;Naturalizing,East-Coast Native,Clay Soil,Rain Garden,Bog;Deer Resistant;Green;Fast; ;Summer,Spring; ;
Iris versicolor;2-3 ft;2-3 ft; ;2-7;Blue;Blue flag;Wet to Moist;Full Sun to Partial Shade;June,May;Hummingbirds;Naturalizing,Bog;Deer Resistant;Green; ; ; ; ;
Iris virginica;2 ft;2-3 ft; ;5-9;Blue;Southern blue flag;Wet to Moist;Full Sun to Partial Shade;June,May;Butterflies,Pollinators;Naturalizing,Bog;Deer Resistant;Green;Fast; ;Summer,Spring;TCE-trichloroethylene,TCE-trichloroethyleneand by-products;
Juncus effusus;3-4 ft;2-3 ft;2 ft;2-9;Insignificant;Soft rush;Moist to Wet,Wet,Wet to Moist,Moist;Full Sun;July;Pollinators;Coastal,Clay Soil,Bog,Naturalizing,Rain Garden,Evergreen,East-Coast Native;Deer Resistant;Green;Fast; ;Summer,Spring,Winter,Fall; ;
Juncus tenuis;6-24 in;6-24 in;12 in;3-9;Green, Tan;Path rush;Moist to Wet;Full Sun to Full Shade;July;Pollinators;Naturalizing,Ground Cover,Rain Garden,Drought Tolerant,Clay Soil,Bog;Deer Resistant;Green;Fast;Medium;Spring,Winter,Fall,Summer; ;
Koeleria macrantha;1-2 ft;1-2 ft;2-3 ft;3-9;Green, Tan;Prairie junegrass;Dry;Full Sun;June,May;Songbirds;Naturalizing,East-Coast Native,Drought Tolerant,Dried Flower; ;Green;Fast;Medium;Fall,Summer; ;
Liatris ligulistylis;1-3 ft;1 ft;18 in;3-8;Purple;Rocky Mountain blazing star;Dry to Moist;Full Sun;September,August,July;Pollinators,Butterflies;Long Blooming,East-Coast Native,Drought Tolerant,Cut Flower,Rock Garden,Naturalizing; ;Green;Slow; ;Fall,Summer,Spring; ;
Liatris microcephala;2 ft;1 ft;18-24 in;4-8;Purple, Rose;Appalachian blazing star;Moist to Dry;Full Sun to Partial Shade;September,August;Butterflies,Songbirds,Pollinators,Hummingbirds;Rock Garden,Drought Tolerant,Cut Flower;Deer Resistant;Green; ; ; ; ;
Liatris pycnostachya;2-5 ft;1-2 ft; ;3-9;Purple, Rose;Prairie Blazing Star;Dry to Moist;Full Sun;August,July;Songbirds,Pollinators,Butterflies;Dried Flower,Cut Flower,Clay Soil,Naturalizing,Interesting Foliage,Drought Tolerant;Deer Resistant;Green;Fast; ;Summer,Spring; ;
Liatris scariosa;3-5 ft;1-2 Feet;18-24 in;3-8;Purple;Savanna blazing star;Moist to Dry;Full Sun to Partial Shade;October,September,August;Butterflies,Pollinators;Naturalizing,Long Blooming,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden; ;Green;Fast;Low;Summer,Spring; ;
Liatris spicata;3-6 ft;2 ft;2-3 ft;3-9;Purple, Purple Red;Dense blazing star;Moist to Wet;Full Sun;August,July;Songbirds,Pollinators,Butterflies;Dried Flower,Cut Flower,Clay Soil,Drought Tolerant;Deer Resistant;Green;Medium;Medium;Summer,Spring; ;
Liatris spicata 'Kobold';24-30 Inches;2 ft;12-18 in;3-8;Purple, Rose;Kobold Blazing star;Moist;Full Sun;August,July;Songbirds,Pollinators,Butterflies;Cut Flower,Clay Soil,Drought Tolerant,Dried Flower;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Lobelia cardinalis;2-5 ft;1-2 ft;18-24 in;3-9;Red;Cardinal flower;Wet to Moist;Full Sun to Full Shade;August,September;Butterflies,Hummingbirds;Naturalizing,East-Coast Native,Cut Flower,Bog,Rain Garden;Deer Resistant;Green;Fast; ;Summer,Spring; ;
Lobelia cardinalis 'New Moon Maroon';2-4 ft;1-2 ft;1 ft;4-8;Red;Cardinal flower;Wet to Moist;Full Sun to Partial Shade;September,August;Hummingbirds;Long Blooming,Interesting Foliage,Favorite,Rain Garden,Drought Tolerant,Cut Flower,Bog; ;Maroon;Medium; ;Spring,Fall,Summer; ;
Lobelia siphilitica;1-4 ft;12-18 in;18-24 in;4-8;Blue, Violet;Great Blue Lobelia;Wet to Moist;Partial Shade to Full Shade;July,September,August;Butterflies,Hummingbirds;Reblooming,Naturalizing,Rain Garden,Cut Flower,Bog;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Luzula acuminata;1-2 ft;1-2 ft;2 ft;3-8;Green;Hairy woodrush;Moist;Partial Shade to Full Shade;July; ;Rain Garden,Ground Cover,Bog; ;Red,Green; ; ;Fall,Summer,Spring; ;
Lysimachia lanceolata var. purpurea;1-2 ft;1-2 ft;18 in;4-8;Yellow;Lance-leaved loostrife;Moist;Partial Shade to Full Sun;August,July,June;Pollinators;Long Blooming,Interesting Foliage,Rain Garden,Favorite,Drought Tolerant,Bog,Reblooming,Naturalizing;Deer Resistant;Burgundy;Medium; ;Summer; ;
Monarda bradburiana;1-2 ft;1-2 ft;18 in;5-8;Pink, White;Eastern beebalm;Dry to Moist;Full Sun to Partial Shade;May;Butterflies,Pollinators,Hummingbirds;East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing,Fragrant;Deer Resistant;Gray-Green;Medium; ;Spring; ;
Monarda didyma;2-3 ft;2-3 ft;2 ft;4-7;Red;Scarlet Bee Balm;Moist to Wet;Full Sun to Partial Shade;August,July;Butterflies,Pollinators,Hummingbirds;Rain Garden,Favorite,East-Coast Native,Cut Flower,Clay Soil,Naturalizing,Interesting Foliage;Deer Resistant;Green;Medium;Medium;Summer,Spring; ;
Monarda didyma 'Jacob Cline';3-5 ft;2-3 ft;2 ft;4-8;Red;Jacob Cline Bee Balm;Moist to Wet;Full Sun to Partial Shade;August,July;Butterflies,Pollinators,Hummingbirds;Fragrant,Cut Flower,Rain Garden,Clay Soil,Bog,Naturalizing,Long Blooming;Deer Resistant;Green;Medium; ;Summer; ;
Monarda fistulosa;2-4 ft;2-3 ft;12-18 in;3-8;Purple;Wild bergamot;Moist to Wet;Full Sun;August,July,June;Pollinators,Hummingbirds,Butterflies;Dried Flower,Cut Flower,Clay Soil,Naturalizing,Long Blooming,Fragrant,Drought Tolerant;Deer Resistant;Green;Medium;Medium;Summer; ;
Monarda fistulosa 'Claire Grace';2-3 ft;2-3 ft;1-2 ft;3-8;Purple;Claire Grace Bee Balm;Dry to Moist;Full Sun;September,August,July,June;Hummingbirds,Butterflies;Drought Tolerant,Dried Flower,Cut Flower,Clay Soil,Naturalizing,Fragrant;Deer Resistant;Green;Medium;Medium;Summer; ;
Monarda punctata;1-3 ft;9-12 in; ;4-9;Cream, Purple;Horsemint;Moist to Dry;Full Sun;July,June;Pollinators,Hummingbirds,Butterflies;Fragrant,Drought Tolerant,Cut Flower,Naturalizing;Deer Resistant;Green; ; ; ; ;
Monarda x 'Judith's Fancy Fuchsia';3-4 ft;2 ft;18 in;4-9;Fuschia;Judith's bee balm;Moist to Wet;Full Sun to Partial Shade;July,June;Butterflies,Pollinators,Hummingbirds;Fragrant,Cut Flower,Clay Soil,Rain Garden,Bog,Long Blooming;Deer Resistant;Green;Fast; ;Summer; ;
Monarda x 'Raspberry Wine';24-30 in;2 ft;18 in;4-9;Pink-violet;Raspberry Wine bee balm;Moist to Wet;Full Sun to Partial Shade;July,June;Butterflies,Pollinators,Hummingbirds;Fragrant,Cut Flower,Clay Soil,Rain Garden,Bog,Long Blooming;Deer Resistant;Green;Fast; ;Summer; ;
Muhlenbergia capillaris;3-4 ft;3-4 ft;4 ft;6-11;Pink, Purple;Pink hair grass;Dry to Moist;Full Sun to Partial Shade;September,August; ;Cut Flower,Naturalizing,Drought Tolerant;Deer Resistant;Green;Medium;High; ; ;
Nassella tenuissima;12-24 in;12 in;12 in;6-10;White;Mexican Feather Grass;Moist to Dry;Full Sun to Partial Shade;August,July;Pollinators;Naturalizing,Interesting Foliage,East-Coast Native,Drought Tolerant,Dried Flower,Container,Rock Garden;Deer Resistant;Green;Medium;Medium;Fall,Summer,Spring,Winter; ;
Oenothera fruiticosa 'Fireworks';12-18 in;1-2 ft; ;4-9;Yellow;Fireworks Evening Primrose;Moist to Dry;Full Sun to Partial Shade;May,June;Butterflies,Pollinators;Long Blooming,Interesting Foliage,East-Coast Native,Drought Tolerant;Deer Resistant;Bronze;Medium;Medium;Winter,Fall,Summer,Spring; ;
Oenothera fruticosa;1-3 ft;1-3 ft;2 ft;4-9;Yellow;Sundrops;Moist to Dry;Full Sun to Partial Shade;June,May;Butterflies,Songbirds,Pollinators,Hummingbirds;Naturalizing,Ground Cover,Drought Tolerant,Rock Garden;Deer Resistant;Green;Fast; ;Fall,Summer,Spring; ;
Panicum virgatum;3-6 ft;2-3 ft; ;3-9;Green, Tan;Switch grass;Wet to Moist;Full Sun,Sun/Light Shade;July;Songbirds;Naturalizing,Drought Tolerant,Dried Flower,Cut Flower; ;Green; ;Medium; ;Hydrocarbons;
Panicum virgatum 'Cape Breeze';24-30 Inches;18-24 ft;18 in;4-9;Blue Green, Yellow;Switch Grass;Moist to Dry;Full Sun to Partial Shade;August,July,February,December,January,November,October,September;Pollinators;Naturalizing,Drought Tolerant;Deer Resistant;Green;Medium;Medium;Fall,Summer,Spring,Winter;Hydrocarbons;
Panicum virgatum 'Cloud Nine';6-8 ft;2-3 ft;4 ft;4-9;Green, Tan;Switch grass;Moist to Wet;Full Sun,Sun/Light Shade;July;Songbirds,Pollinators,Butterflies;Drought Tolerant,Bog,Rain Garden,Interesting Foliage; ;Blue-Green;Fast;Medium;Summer,Spring,Fall;Hydrocarbons;
Panicum virgatum 'Heavy Metal';3-4 ft;1-2 ft;3 ft;4-9;Blue, Tan;Switch grass;Moist to Wet;Full Sun;July;Songbirds;Interesting Foliage,Drought Tolerant,Dried Flower,Cut Flower,Rain Garden,Clay Soil; ;Blue;Fast;High;Summer,Spring,Winter,Fall;Hydrocarbons;
Panicum virgatum 'North Wind';4-6 ft;2-3 ft;3 ft;4-9;Blue Green, Yellow;Switch grass;Moist to Dry;Full Sun to Partial Shade;September,August;Pollinators,Songbirds;Drought Tolerant,Dried Flower,Clay Soil; ;Gray-Green;Fast;Medium;Summer,Spring,Winter,Fall;Hydrocarbons;
Panicum virgatum 'Prairie Sky';3-5 ft;2-3 ft;3 ft;3-9;Green;Switch grass;Moist to Wet;Full Sun;September;Songbirds,Pollinators;Drought Tolerant,Dried Flower,Cut Flower,Clay Soil,Naturalizing; ;Blue-Green;Fast;Medium;Spring,Winter,Fall,Summer;Hydrocarbons;
Panicum virgatum 'Shenandoah';2-3 ft;2 ft;3 ft;4-9;Burgundy, Green;Switch grass;Moist to Wet;Full Sun;June,September,August,July,October;Songbirds,Pollinators;Clay Soil,Drought Tolerant,Coastal; ;Burgundy,Blue-Green; ;Medium;Summer,Spring,Winter,Fall;Hydrocarbons;
Parthenium integrifolium;2-4 Feet;2-3 ft;2-3 ft;4-8;White;Wild quinine;Dry to Moist,Moist,Dry;Sun/Light Shade;August,July,June,May;Pollinators,Butterflies;Drought Tolerant,Cut Flower,Naturalizing,East-Coast Native;Deer Resistant;Green; ; ; ; ;
Penstemon calycosus;2-3 ft;1-2 ft; ;5-8;Lavender, White;Calico penstemon, smooth beard tongue;Moist/Well-Drained;Partial Shade;July,June;Pollinators,Butterflies;Long Blooming,East-Coast Native,Cut Flower,Rain Garden,Naturalizing;Deer Resistant;Green; ; ;Summer,Spring; ;
Penstemon digitalis;2-4 ft;1-2 ft; ;3-8;White;Beard tongue;Moist;Full Sun to Partial Shade;July,June;Songbirds,Butterflies;Naturalizing,Drought Tolerant,Cut Flower,Clay Soil;Deer Resistant;Green; ;Medium;Summer,Spring; ;
Penstemon digitalis 'Husker Red';2-3 ft;1-2 ft; ;4-8;White;Beard tongue;Moist to Dry;Full Sun to Partial Shade;June,May;Butterflies,Songbirds,Pollinators,Hummingbirds;Drought Tolerant,Cut Flower,Clay Soil,East-Coast Native;Deer Resistant;Burgundy; ;Medium;Fall,Summer,Spring,Winter; ;
Penstemon hirsutus;18 Inches;10-12 Inches;10-12 in;3-9;Purple;Hairy Beardtongue;Moist to Dry;Full Sun to Full Shade;June,May;Butterflies,Songbirds;Rock Garden,Naturalizing,Drought Tolerant,Cut Flower,Rain Garden,Clay Soil;Deer Resistant;Green;Medium;Medium;Spring,Summer; ;
Penstemon smallii;1-2 ft;1 ft; ;5-8;Pink;Smalls penstemon;Moist to Dry;Full Sun to Partial Shade;July; ; ; ;Green; ;Medium;Fall,Summer,Spring; ;
Phlox divaricata;12-18 in;10-15 m;12 in;3-8;Lavender, Rose;Woodland Phlox;Moist;Full Shade to Partial Shade;May,April;Songbirds,Hummingbirds,Butterflies;East-Coast Native,Drought Tolerant,Clay Soil,Naturalizing,Ground Cover,Fragrant;Deer Resistant;Green; ; ;Fall,Summer,Spring,Winter; ;
Phlox divaricata 'Blue Moon';1 ft;1 ft; ;4-8;Blue;Woodland phlox;Moist;Full Shade to Partial Shade;May,April;Pollinators,Hummingbirds,Butterflies;Rain Garden,Fragrant,Drought Tolerant,Clay Soil,Rock Garden,Ground Cover; ;Green; ; ; ; ;
Phlox divaricata 'May Breeze';12-15 in;12-15 in;18 in;4-8;Light Blue;May Breeze woodland phlox;Moist;Partial Shade to Full Shade;May,April;Pollinators,Butterflies;Long Blooming,Ground Cover,East-Coast Native,Drought Tolerant,Naturalizing; ;Green;Medium; ;Spring; ;
Phlox glaberrima 'Morris Berd';1-2 ft;1-2 ft;18 in;3-8;Pink;Morris Berd smooth phlox;Moist to Dry;Partial Shade to Full Sun;June,May,July;Butterflies,Pollinators,Hummingbirds;Naturalizing,Fragrant;Deer Resistant;Green; ; ; ; ;
Phlox maculata;2-3 ft;1-2 ft;18 in;4-8;Pink, Violet;Wild sweet William, meadow phlox;Well-Drained,Moist;Full Sun to Partial Shade;October,September,August;Pollinators,Hummingbirds,Butterflies;East-Coast Native,Bog,Naturalizing,Rain Garden,Fragrant; ;Green; ; ; ; ;
Phlox paniculata;2-5 ft;1-3 ft;3 ft;4-8;Lavender, Pink;Summer phlox;Moist;Full Sun;August,July;Songbirds,Pollinators,Hummingbirds,Butterflies;Bog,Rain Garden,Naturalizing,Long Blooming,Fragrant,East-Coast Native,Cut Flower; ;Green; ;Medium;Fall,Summer,Spring; ;
Phlox paniculata 'David';3-4 ft;2-3 ft;3 ft;4-8;White;David garden phlox;Moist;Full Sun;July,August;Hummingbirds,Butterflies;Fragrant,Clay Soil; ;Green; ; ; ; ;
Phlox paniculata 'Jeana';2-4 ft;2-3 ft; ;4-8;Pink;Jeana garden phlox;Moist,Well-Drained;Full Sun;September,August,July;Pollinators,Hummingbirds,Butterflies;Cut Flower,Fragrant; ;Green; ; ; ; ;
Phlox paniculata 'Robert Poore';4-5 ft;2-3 ft; ;4-8;Purple, Rose;Robert Poore garden phlox;Moist;Full Sun;August,July;Songbirds,Hummingbirds,Butterflies;Cut Flower,Clay Soil,Fragrant; ;Green;Medium;Medium;Summer,Spring; ;
Phlox stolonifera;6-8 in;2 ft; ;5-9;Pink, Purple;Creeping phlox;Moist/Well-Drained;Full Shade to Partial Shade;June,May;Pollinators,Butterflies;Long Blooming,Ground Cover,East-Coast Native,Drought Tolerant,Rain Garden,Naturalizing;Deer Resistant;Green; ; ;Spring,Summer; ;
Phlox stolonifera 'Blue Ridge';6-8 in;2 ft; ;5-9;Violet Blue;Creeping phlox;Moist/Well-Drained;Full Shade to Partial Shade;June,May;Butterflies;Ground Cover,Drought Tolerant; ;Green;Fast; ;Summer,Spring; ;
Phlox stolonifera 'Bruce's White';8-12 in;2 ft;2 ft;5-9;White;Creeping phlox;Moist/Well-Drained;Partial Shade to Full Shade;June,May;Pollinators,Butterflies;Naturalizing,Ground Cover,Fragrant,Drought Tolerant,Rain Garden; ;Green;Medium;Medium;Summer,Spring; ;
Phlox stolonifera 'Sherwood Purple';6-8 in;6-12 in; ;5-9;Violet;Creeping phlox;Moist/Well-Drained;Full Shade to Partial Shade;June,May;Hummingbirds,Butterflies;Naturalizing,Ground Cover,Fragrant,Drought Tolerant,Rain Garden;Deer Resistant;Green;Medium;Medium;Spring,Summer; ;
Phlox subulata 'Emerald Blue';3-4 in;12-18 in;12 in;3-9;Blue;Moss phlox;Moist to Dry;Full Sun to Partial Shade;May,April;Butterflies,Pollinators;Rock Garden,Naturalizing,Evergreen,East-Coast Native,Drought Tolerant; ;Blue-Green;Medium;Medium;Fall,Summer,Spring,Winter; ;
Phlox subulata 'Emerald Pink';6 in; ; ;3-9;Pink;Moss phlox;Moist to Dry;Full Sun to Partial Shade;May,April;Butterflies,Pollinators;Ground Cover,Interesting Foliage,Evergreen,East-Coast Native,Drought Tolerant,Rock Garden,Naturalizing; ;Green;Medium;Medium;Fall,Summer,Spring,Winter; ;
Physostegia virginiana;3-4 ft;2-3 ft; ;3-9;Pink;Obedient plant;Moist to Wet;Full Sun to Partial Shade;September,August;Butterflies,Pollinators,Hummingbirds;Rain Garden,East-Coast Native,Cut Flower,Clay Soil,Bog,Naturalizing,Long Blooming,Favorite;Deer Resistant;Green;Fast;Medium;Summer,Spring; ;
Physostegia virginiana 'Vivid';2 ft;12-18 in;18 in;3-9;Pink;Obedient plant;Moist to Wet;Full Sun to Partial Shade;September,August;Butterflies,Pollinators,Hummingbirds;Naturalizing,Favorite,Cut Flower,Rain Garden,Clay Soil;Deer Resistant;Green;Fast;Medium;Summer,Spring; ;
Polemonium reptans;12-18 in;12-18 in;24 in;4-8;Blue;Jacobs ladder;Moist to Wet;Full Shade to Partial Shade;May;Pollinators;Rain Garden,Naturalizing,Favorite,East-Coast Native,Bog;Deer Resistant;Green; ; ;Summer,Spring; ;
Pycnanthemum flexuosum;2-3 Feet;3-4 ft;2 ft;5-8;White;Appalachian Mountain Mint;Moist to Dry;Full Sun to Partial Shade;September,August;Butterflies,Pollinators;Rain Garden,Fragrant,East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing;Deer Resistant;Green;Medium; ;Fall,Summer,Spring; ;
Pycnanthemum incanum;3-4 Feet;2-3 ft;2 ft;5-8;White;Hoary mountain mint;Dry to Moist;Full Sun to Partial Shade;September,August,July;Butterflies,Pollinators;East-Coast Native,Drought Tolerant,Dried Flower,Rock Garden,Cut Flower,Naturalizing,Clay Soil,Rain Garden,Long Blooming,Fragrant;Deer Resistant;Green;Medium; ;Spring,Summer; ;
Pycnanthemum muticum;2-3 ft;2 ft;2 ft;4-8;Pink, White;Short-toothed mountain mint;Moist;Full Sun to Partial Shade;September,August;Pollinators,Butterflies;Interesting Foliage,Fragrant,Drought Tolerant,Rain Garden,Clay Soil,Naturalizing;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Pycnanthemum tenuifolium;2-3 ft;2-3 ft;2 ft;4-8;White;Slender Mountain Mint;Moist,Well-Drained,Dry,Dry to Moist;Full Sun,Full Sun to Partial Shade,Partial Shade;September,August,July;Pollinators,Butterflies;Naturalizing,Interesting Foliage,Fragrant,East-Coast Native,Drought Tolerant,Dried Flower,Rock Garden,Clay Soil;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Ratibida pinnata;2-5 ft;2 ft;2-3 ft;3-10;Bright Yellow;Grey-Headed Coneflower;Moist to Dry;Full Sun;August,July,June;Pollinators,Butterflies;Long Blooming,East-Coast Native,Drought Tolerant,Clay Soil,Rain Garden,Naturalizing; ;Green;Fast; ;Summer; ;
Rudbeckia fulgida 'Goldsturm';2-3 ft;2 ft;2 ft;4-9;Yellow;Black Eyed Susan;Moist to Dry;Full Sun to Partial Shade;August,July,September;Butterflies,Songbirds,Pollinators;Drought Tolerant,Dried Flower,Rock Garden,Cut Flower,Naturalizing,Clay Soil,Long Blooming,Favorite,East-Coast Native; ;Green; ; ;Summer,Spring; ;
Rudbeckia fulgida v. deamii;3 ft;2 ft;2 ft;4-9;Yellow Orange;Black-eyed Susan;Moist to Dry;Full Sun to Partial Shade;October,September,August;Butterflies,Songbirds,Pollinators; ; ;Green; ; ; ; ;
Rudbeckia fulgida v. deamii 'American Gold Rush PP#28498';18-24 in;2 ft;2 ft;3-9;Yellow Orange;Black-eyed Susan;Moist to Dry;Full Sun to Partial Shade;September,August,July;Butterflies,Songbirds,Pollinators;Drought Tolerant,Cut Flower,Container,Clay Soil,Reblooming,Naturalizing,Long Blooming;Deer Resistant;Green;Fast;Medium;Summer,Spring,Fall; ;
Rudbeckia fulgida v. fulgida;2-3 ft;1-2 ft;2 ft;5-9;Yellow;Black-eyed Susan;Moist to Dry;Full Sun to Partial Shade;October,September,August;Butterflies,Songbirds,Pollinators;Drought Tolerant,Dried Flower,Cut Flower,Clay Soil,Naturalizing,Long Blooming,East-Coast Native; ;Green; ; ;Summer,Spring; ;
Rudbeckia grandiflora 'Sundance';3-4 ft;2-3 ft;2-3 ft;5 - 8;Bright Yellow;Sundance rough coneflower;Moist;Full Sun;October,September,August;Songbirds,Pollinators,Butterflies;Cut Flower,Clay Soil,Rock Garden,Naturalizing,Long Blooming,Drought Tolerant;Deer Resistant;Green;Fast;High;Fall,Summer,Spring; ;
Rudbeckia hirta;2-3 ft;1-2 ft;2 ft;3-9;Yellow;Sweet black-eyed Susan;Moist to Dry;Full Sun to Partial Shade;September,August,July;Butterflies,Songbirds,Pollinators;East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing,Long Blooming;Deer Resistant;Green;Medium;Medium;Summer,Spring,Fall; ;
Rudbeckia laciniata;3-8 ft;2-4 ft;3 ft;4-9;Yellow;Green-headed coneflower;Moist to Wet;Full Sun to Partial Shade;September,August,July;Butterflies,Pollinators;East-Coast Native,Cut Flower,Rain Garden,Coastal,Clay Soil,Bog,Naturalizing,Long Blooming;Deer Resistant;Green;Medium;Low; ; ;
Rudbeckia laciniata 'Autumn Sun';4-7 ft;3-4 ft;18 Inches;4-9;Yellow;Autumn Sun cut-leaf coneflower;Moist to Wet;Full Sun to Partial Shade;September,August,July;Butterflies,Pollinators;East-Coast Native,Cut Flower,Rain Garden,Coastal,Clay Soil,Bog,Naturalizing,Long Blooming;Deer Resistant;Green;Medium;Low; ; ;
Rudbeckia maxima;6-8 ft;3-4 ft;4 ft;5-9;Yellow;Giant coneflower;Moist to Dry;Full Sun;August,July;Songbirds,Pollinators,Butterflies;Dried Flower,Cut Flower,Rain Garden,Clay Soil,Naturalizing,Drought Tolerant;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Rudbeckia subtomentosa;2-6 Feet;1-2 Feet;24-36 in;4-9;Yellow;Sweet coneflower;Moist to Wet;Full Sun to Partial Shade;October,September,August,July;Butterflies,Songbirds,Pollinators;Long Blooming,Cut Flower,Clay Soil,Bog,Rain Garden,Naturalizing;Deer Resistant;Green;Medium; ;Fall,Summer,Spring; ;
