Botanical Name;Height;Spread;Spacing;USDA Hardiness Zone;Bloom Color;Common Name;Soil Moisture Preference;Exposure;Flowering Months;Attracts Wildlife;Extra Attributes;Deer Resistant;Foliage Color;Growth Rate;Salt Tolerance;Season of Interest;Phytoremediation
Nassella tenuissima;12-24 in;12 in;12 in;6-10;White;Mexican Feather Grass;Moist to Dry;Full Sun to Partial Shade;August,July;Pollinators;Naturalizing,Interesting Foliage,East-Coast Native,Drought Tolerant,Dried Flower,Container,Rock Garden;Deer Resistant;Green;Medium;Medium;Fall,Summer,Spring,Winter; ;
Panicum virgatum;3-6 ft;2-3 ft; ;3-9;Green, Tan;Switch grass;Wet to Moist;Full Sun,Sun/Light Shade;July;Songbirds;Naturalizing,Drought Tolerant,Dried Flower,Cut Flower; ;Green; ;Medium; ;Hydrocarbons;
Penstemon calycosus;2-3 ft;1-2 ft; ;5-8;Lavender, White;Calico penstemon, smooth beard tongue;Moist/Well-Drained;Partial Shade;July,June;Pollinators,Butterflies;Long Blooming,East-Coast Native,Cut Flower,Rain Garden,Naturalizing;Deer Resistant;Green; ; ;Summer,Spring; ;
Penstemon digitalis;2-4 ft;1-2 ft; ;3-8;White;Beard tongue;Moist;Full Sun to Partial Shade;July,June;Songbirds,Butterflies;Naturalizing,Drought Tolerant,Cut Flower,Clay Soil;Deer Resistant;Green; ;Medium;Summer,Spring; ;
Penstemon hirsutus;18 Inches;10-12 Inches;10-12 in;3-9;Purple;Hairy Beardtongue;Moist to Dry;Full Sun to Full Shade;June,May;Butterflies,Songbirds;Rock Garden,Naturalizing,Drought Tolerant,Cut Flower,Rain Garden,Clay Soil;Deer Resistant;Green;Medium;Medium;Spring,Summer; ;
Phlox divaricata;12-18 in;10-15 m;12 in;3-8;Lavender, Rose;Woodland Phlox;Moist;Full Shade to Partial Shade;May,April;Songbirds,Hummingbirds,Butterflies;East-Coast Native,Drought Tolerant,Clay Soil,Naturalizing,Ground Cover,Fragrant;Deer Resistant;Green; ; ;Fall,Summer,Spring,Winter; ;
Phlox divaricata 'Blue Moon';1 ft;1 ft; ;4-8;Blue;Woodland phlox;Moist;Full Shade to Partial Shade;May,April;Pollinators,Hummingbirds,Butterflies;Rain Garden,Fragrant,Drought Tolerant,Clay Soil,Rock Garden,Ground Cover; ;Green; ; ; ; ;
Phlox maculata;2-3 ft;1-2 ft;18 in;4-8;Pink, Violet;Wild sweet William, meadow phlox;Well-Drained,Moist;Full Sun to Partial Shade;October,September,August;Pollinators,Hummingbirds,Butterflies;East-Coast Native,Bog,Naturalizing,Rain Garden,Fragrant; ;Green; ; ; ; ;
Phlox paniculata;2-5 ft;1-3 ft;3 ft;4-8;Lavender, Pink;Summer phlox;Moist;Full Sun;August,July;Songbirds,Pollinators,Hummingbirds,Butterflies;Bog,Rain Garden,Naturalizing,Long Blooming,Fragrant,East-Coast Native,Cut Flower; ;Green; ;Medium;Fall,Summer,Spring; ;
Phlox stolonifera;6-8 in;2 ft; ;5-9;Pink, Purple;Creeping phlox;Moist/Well-Drained;Full Shade to Partial Shade;June,May;Pollinators,Butterflies;Long Blooming,Ground Cover,East-Coast Native,Drought Tolerant,Rain Garden,Naturalizing;Deer Resistant;Green; ; ;Spring,Summer; ;
Physostegia virginiana;3-4 ft;2-3 ft; ;3-9;Pink;Obedient plant;Moist to Wet;Full Sun to Partial Shade;September,August;Butterflies,Pollinators,Hummingbirds;Rain Garden,East-Coast Native,Cut Flower,Clay Soil,Bog,Naturalizing,Long Blooming,Favorite;Deer Resistant;Green;Fast;Medium;Summer,Spring; ;
Pycnanthemum muticum;2-3 ft;2 ft;2 ft;4-8;Pink, White;Short-toothed mountain mint;Moist;Full Sun to Partial Shade;September,August;Pollinators,Butterflies;Interesting Foliage,Fragrant,Drought Tolerant,Rain Garden,Clay Soil,Naturalizing;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Pycnanthemum tenuifolium;2-3 ft;2-3 ft;2 ft;4-8;White;Slender Mountain Mint;Moist,Well-Drained,Dry,Dry to Moist;Full Sun,Full Sun to Partial Shade,Partial Shade;September,August,July;Pollinators,Butterflies;Naturalizing,Interesting Foliage,Fragrant,East-Coast Native,Drought Tolerant,Dried Flower,Rock Garden,Clay Soil;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Pycnanthemum virginianum;2-3 ft;12-18 in;18-24 in;3 - 7;White;American mountain mint;Moist to Wet;Full Sun to Partial Shade;September,August,July;Butterflies,Songbirds,Pollinators;Rain Garden,Drought Tolerant,Dried Flower,Cut Flower,Clay Soil,Naturalizing,Long Blooming,East-Coast Native; ;Green;Medium; ;Summer,Spring; ;
Ratibida pinnata;2-5 ft;2 ft;2-3 ft;3-10;Bright Yellow;Grey-Headed Coneflower;Moist to Dry;Full Sun;August,July,June;Pollinators,Butterflies;Long Blooming,East-Coast Native,Drought Tolerant,Clay Soil,Rain Garden,Naturalizing; ;Green;Fast; ;Summer; ;
Rudbeckia grandiflora 'Sundance';3-4 ft;2-3 ft;2-3 ft;5 - 8;Bright Yellow;Sundance rough coneflower;Moist;Full Sun;October,September,August;Songbirds,Pollinators,Butterflies;Cut Flower,Clay Soil,Rock Garden,Naturalizing,Long Blooming,Drought Tolerant;Deer Resistant;Green;Fast;High;Fall,Summer,Spring; ;
Rudbeckia hirta;2-3 ft;1-2 ft;2 ft;3-9;Yellow;Sweet black-eyed Susan;Moist to Dry;Full Sun to Partial Shade;September,August,July;Butterflies,Songbirds,Pollinators;East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing,Long Blooming;Deer Resistant;Green;Medium;Medium;Summer,Spring,Fall; ;
Rudbeckia laciniata;3-8 ft;2-4 ft;3 ft;4-9;Yellow;Green-headed coneflower;Moist to Wet;Full Sun to Partial Shade;September,August,July;Butterflies,Pollinators;East-Coast Native,Cut Flower,Rain Garden,Coastal,Clay Soil,Bog,Naturalizing,Long Blooming;Deer Resistant;Green;Medium;Low; ; ;
Rudbeckia laciniata 'Autumn Sun';4-7 ft;3-4 ft;18 Inches;4-9;Yellow;Autumn Sun cut-leaf coneflower;Moist to Wet;Full Sun to Partial Shade;September,August,July;Butterflies,Pollinators;East-Coast Native,Cut Flower,Rain Garden,Coastal,Clay Soil,Bog,Naturalizing,Long Blooming;Deer Resistant;Green;Medium;Low; ; ;
Rudbeckia triloba;2-5 ft;2-3 ft;3 ft;4-8;Yellow;Brown-eyed Susan;Moist to Dry;Full Sun to Partial Shade;August,July,September;Butterflies,Songbirds,Pollinators;Naturalizing,Drought Tolerant; ;Green;Fast; ;Summer; ;
Schizachyrium scoparium;2-4 ft;2-3 ft;12-18 inches;4-10;Green, Tan;Little bluestem;Dry,Well-Drained;Full Sun to Partial Shade;September;Songbirds,Pollinators,Butterflies;Dried Flower,Clay Soil,Naturalizing,Drought Tolerant; ;Gray-Green,Blue-Green;Medium;High;Fall,Summer,Spring,Winter;Cu-Copper;
Scirpus atrovirens;3-4 ft;2-4 ft;3-4 ft;3-9;Green, Tan;Green bulrush;Wet to Moist;Full Sun to Partial Shade;September,August,July,June; ;Naturalizing,Rain Garden; ;Green; ;Medium;Fall,Summer,Spring,Winter; ;
Scirpus cyperinus;3-6 ft;3-5 ft;4 ft;4-9;Green, Tan;Wool grass;Wet to Moist;Full Sun to Partial Shade;September,August,July; ;Rain Garden,Bog,Naturalizing,East-Coast Native; ;Green; ;Medium;Fall,Summer,Spring,Winter; ;
Scirpus validus (tabernaemontani);6-8 ft;4-5 ft;4 ft;3-9;Green, Tan;Soft stemmed bulrush;Wet,Wet to Moist;Full Sun to Partial Shade;October,September,August,July,June;Songbirds,Pollinators;East-Coast Native,Coastal,Clay Soil,Bog,Rain Garden,Naturalizing,Interesting Foliage;Deer Resistant;Green; ;Medium;Spring,Winter,Fall,Summer;Zn-Zinc,Pb-Lead,Cu-Copper,Cd-Cadmium;
Sedum ternatum;2-3 in;6-12 in;8 in;3-9;White;three-leaved stone crop;Moist to Dry;Full Shade to Partial Shade;June,May;Butterflies,Pollinators;Naturalizing,Ground Cover,Drought Tolerant;Deer Resistant;Green;Medium; ;Spring,Fall,Summer; ;
Silphium laciniatum;5-9 ft;2-3 ft;2-3 ft;3 - 8;Yellow;Compass plant;Average;Full Sun;September,August,July;Pollinators,Butterflies;Interesting Foliage,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing,Long Blooming; ;Green;Slow; ;Summer,Spring; ;
Silphium terebinthinaceum;3-10 ft;1-3 ft;2-3 ft;4 - 8;Yellow;Prairie dock;Average; ;September,August,July;Butterflies,Pollinators;Interesting Foliage,East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Naturalizing,Long Blooming; ;Green;Slow; ;Summer,Spring; ;
Solidago bicolor;1-3 ft;1 ft;12-18 in;3 - 8;White;silverrod;Dry to Moist;Full Sun to Partial Shade;October,September,August,July;Butterflies,Songbirds,Pollinators;East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Long Blooming,Ground Cover;Deer Resistant; ;Medium;Medium;Summer,Spring,Fall; ;
Solidago caesia;2-3 ft;1-2 ft;2 ft;4-8;Yellow;Blue-stem goldenrod;Moist to Dry;Full Shade to Partial Shade;October,September;Butterflies,Songbirds,Pollinators;Naturalizing,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden; ;Green;Medium;Medium;Fall,Summer,Spring; ;
Solidago flexicaulis;3 ft;1-2 ft;2-3 ft;2-9;Yellow;Zig-zag goldenrod;Dry;Full Shade to Partial Shade;October,September,August;Pollinators,Butterflies;East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing;Deer Resistant;Green; ; ; ; ;
Solidago graminifolia;2-4 ft;1-2 ft;2 ft;3-9;Yellow;Grass-leaved goldenrod;Moist to Wet;Full Sun to Partial Shade;October,September;Butterflies,Songbirds,Pollinators;East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing; ;Green;Medium; ;Fall,Summer,Spring; ;
Solidago nemoralis;6-30 in;6-30 in;12-30 in;3-9;Yellow;Prairie goldenrod;Dry;Full Sun;November,October,September,August;Pollinators,Butterflies;East-Coast Native,Drought Tolerant,Clay Soil,Rock Garden,Naturalizing,Long Blooming;Deer Resistant;Green;Medium; ; ; ;
Solidago rigida;2-5 ft;1-2 ft;2-3 ft;3-9;Yellow;Stiff goldenrod;Moist to Dry;Full Sun;October,September;Songbirds,Pollinators,Butterflies;Naturalizing,Cut Flower,Clay Soil;Deer Resistant;Green;Medium;Medium;Spring,Fall,Summer; ;
Solidago speciosa;3-5 ft;2-3 ft;36-48 in;3-8;Yellow;Showy goldenrod;Moist to Dry;Full Sun to Partial Shade;October,September;Butterflies,Songbirds,Pollinators;Drought Tolerant,Cut Flower,Coastal,Clay Soil,Rock Garden,Naturalizing; ;Green;Medium;Medium;Fall,Summer,Spring; ;
Sorghastrum nutans;3-5 ft;2-3 ft;3 ft;2-9;Green, Tan;Indian grass;Dry to Moist;Full Sun to Partial Shade;August;Songbirds;Naturalizing,Drought Tolerant,Dried Flower,Clay Soil; ;Green;Fast;Low;Fall,Summer,Spring,Winter; ;
Sporobolus airoides;4 ft;2 ft;3 ft;4-9;Purple, Yellow;Alkali Sacaton;Moist to Dry,Dry;Full Sun;August;Songbirds,Pollinators;Favorite,East-Coast Native,Drought Tolerant,Rock Garden,Naturalizing,Rain Garden,Ground Cover,Fragrant;Deer Resistant;Green,Bronze;Fast;High;Summer,Spring,Winter,Fall; ;
Sporobolus heterolepis;1-2 ft;2-3 ft; ;3-8;Green, Tan;Prairie dropseed;Moist to Dry,Dry;Full Sun;August;Songbirds,Pollinators;Favorite,East-Coast Native,Drought Tolerant,Rock Garden,Naturalizing,Ground Cover,Fragrant;Deer Resistant;Bronze,Green;Fast;Medium;Spring,Winter,Fall,Summer; ;
Thermopsis villosa;5 ft;2-3 ft; ;4-9;Yellow;Carolina lupine;Moist to Dry;Full Sun;July,June; ;Drought Tolerant; ;Blue-Green; ; ; ; ;
Tiarella 'New Moon Motley';8-12 in;12-24 in;12-18 in;4-8;White;New Moon Motley foam flower;Moist/Well-Drained;Full Shade to Partial Shade;May,April;Pollinators;Naturalizing,Ground Cover,Evergreen,Drought Tolerant,Clay Soil;Deer Resistant;Green;Medium; ;Winter,Fall,Summer,Spring; ;
Tiarella cordifolia;6-12 Inches;1-2 ft;24-36 in;4-9;White;Creeping foam flower;Moist;Full Shade to Partial Shade;April,May;Pollinators,Butterflies;Naturalizing,Ground Cover,East-Coast Native; ;Green;Medium; ;Summer,Spring,Winter,Fall; ;
Tiarella cordifolia wherryi;10 Inches;10 in;20-24 in;5-7;White;Foam flower;Moist;Full Shade to Partial Shade;May,April;Pollinators,Butterflies;East-Coast Native,Drought Tolerant,Clay Soil,Bog,Naturalizing,Ground Cover,Interesting Foliage; ;Green;Medium; ;Fall,Summer,Spring; ;
Tradescantia ohiensis;2-4 ft;2-3 ft; ;5-8;Light Blue;Ohio spiderwort;Moist to Wet;Partial Shade to Full Sun;September,August,July,June;Butterflies,Pollinators;Rain Garden,Favorite,East-Coast Native,Cut Flower,Clay Soil,Bog,Naturalizing,Long Blooming; ;Blue-Green;Medium; ;Summer,Spring; ;
Tradescantia ohiensis 'Mrs. Loewer';2-3 ft;1-2 ft;18-24 in;3-8;Light Blue;Ohio Spiderwort;Dry to Moist;Sun/Light Shade;September,August,July,June;Pollinators,Butterflies;Long Blooming,East-Coast Native,Drought Tolerant,Cut Flower,Rock Garden,Naturalizing; ;Green;Fast;Low;Fall,Summer,Spring; ;
Tradescantia virginiana;2-3 ft;1-2 ft;18-24 in;4-9;Lavender;Spider lily;Moist;Full Sun to Partial Shade;July,June,May;Hummingbirds,Butterflies;Favorite,East-Coast Native,Cut Flower,Clay Soil,Rock Garden,Naturalizing,Long Blooming; ;Green;Fast; ;Fall,Summer,Spring; ;
Verbena hastata;2-6 ft;1-2 ft;18-24 in;3-9;Purple;Blue vervain;Moist to Wet;Full Sun to Partial Shade;August,July;Butterflies,Pollinators;Favorite,East-Coast Native,Rain Garden,Dried Flower,Cut Flower,Bog,Naturalizing,Long Blooming; ;Green;Fast;Medium;Summer,Spring; ;
Vernonia lettermannii 'Iron Butterfly';2-3 ft;2-3 ft;2-4 ft;4-9;Purple;Iron Butterfly ironweed;Moist to Wet;Full Sun to Partial Shade;October,September,August;Butterflies,Pollinators;Rain Garden,Naturalizing,Long Blooming,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden;Deer Resistant;Green;Fast; ;Fall,Summer,Spring; ;
Vernonia noveborecensis;4-8 ft;2-4 ft;2-4 ft;5-9;Purple;New York ironweed;Moist to Wet;Full Sun to Partial Shade;October,September,August,July;Butterflies,Pollinators;Long Blooming,East-Coast Native,Cut Flower,Clay Soil,Bog,Rain Garden,Naturalizing;Deer Resistant;Green;Medium;Medium;Fall,Summer,Spring; ;
Veronicastrum virginicum;4-8 ft;2-3 ft;2-3 ft;3-8;White;Culver root;Moist to Wet;Full Sun to Partial Shade;August,July;Butterflies,Pollinators;East-Coast Native,Drought Tolerant,Rain Garden,Cut Flower,Clay Soil,Bog,Naturalizing,Long Blooming; ;Green;Medium; ;Summer,Spring; ;
Viola sororia;4-6 in;6 in;6-8 in;3-7;Blue, White;Meadow Violet;Moist to Dry;Partial Shade;July,June,May,April,August;Pollinators,Butterflies;Evergreen,East-Coast Native,Cut Flower,Clay Soil,Rock Garden,Naturalizing,Ground Cover;Deer Resistant;Green;Fast; ;Spring,Summer; ;
Viola striata;8-12 in;8-12 in;12-18 in;4 - 7;Cream, Purple;Striped cream violet;Moist to Wet;Partial Shade;May,April,June;Butterflies;East-Coast Native,Clay Soil,Bog;Deer Resistant;Green;Medium; ;Spring,Summer; ;
Zizia aptera;1-3 Feet;1-2 ft;18-24 in;3-8;Yellow;Heartleaf Alexander's;Moist to Dry;Full Sun to Partial Shade;July,June,May;Butterflies,Pollinators;Rock Garden,Interesting Foliage,Drought Tolerant,Cut Flower,Clay Soil; ;Green; ; ;Spring,Summer; ;
Zizia aureus;1-3 ft;1-2 ft;18-24 in;3-9;Yellow;Golden Alexander's;Moist to Wet;Full Sun to Partial Shade;June,May;Butterflies,Pollinators;Naturalizing,Drought Tolerant,Cut Flower,Rain Garden,Clay Soil,Bog,Rock Garden; ;Green; ;Medium;Winter,Summer,Spring; ;
