Botanical Name;Height;Spread;Spacing;USDA Hardiness Zone;Bloom Color;Common Name;Soil Moisture Preference;Exposure;Flowering Months;Attracts Wildlife;Extra Attributes;Deer Resistant;Foliage Color;Growth Rate;Salt Tolerance;Season of Interest;Phytoremediation
Muhlenbergia capillaris;3-4 ft;3-4 ft;4 ft;6-11;Pink, Purple;Pink hair grass;Dry to Moist;Full Sun to Partial Shade;September,August; ;Cut Flower,Naturalizing,Drought Tolerant;Deer Resistant;Green;Medium;High; ; ;
Nassella tenuissima;12-24 in;12 in;12 in;6-10;White;Mexican Feather Grass;Moist to Dry;Full Sun to Partial Shade;August,July;Pollinators;Naturalizing,Interesting Foliage,East-Coast Native,Drought Tolerant,Dried Flower,Container,Rock Garden;Deer Resistant;Green;Medium;Medium;Fall,Summer,Spring,Winter; ;
Nepeta subsessilis;18-24 in;12-18 in;18-24 in;4 - 8;Lavender-Blue;nepeta;Moist;Full Sun to Partial Shade;September,August,July,June,May;Pollinators,Butterflies;Interesting Foliage,Fragrant,Cut Flower,Container,Reblooming,Rain Garden,Long Blooming;Deer Resistant;Green;Fast;Low;Summer,Spring; ;
Oenothera fruiticosa 'Fireworks';12-18 in;1-2 ft; ;4-9;Yellow;Fireworks Evening Primrose;Moist to Dry;Full Sun to Partial Shade;May,June;Butterflies,Pollinators;Long Blooming,Interesting Foliage,East-Coast Native,Drought Tolerant;Deer Resistant;Bronze;Medium;Medium;Winter,Fall,Summer,Spring; ;
Oenothera fruticosa;1-3 ft;1-3 ft;2 ft;4-9;Yellow;Sundrops;Moist to Dry;Full Sun to Partial Shade;June,May;Butterflies,Songbirds,Pollinators,Hummingbirds;Naturalizing,Ground Cover,Drought Tolerant,Rock Garden;Deer Resistant;Green;Fast; ;Fall,Summer,Spring; ;
Origanum laevigatum 'Herrenhausen';1-2 ft;1-2 ft;2-3 ft;6-9;Purple;Ornamental oregano;Dry to Moist;Full Sun;September,August,July;Songbirds,Pollinators,Butterflies;Naturalizing,Cut Flower,Long Blooming,Coastal,Ground Cover,Clay Soil,Interesting Foliage,Fragrant,Rock Garden,Drought Tolerant,Reblooming,Dried Flower;Deer Resistant;Green;Fast;High;Fall,Summer; ;
Panicum virgatum;3-6 ft;2-3 ft; ;3-9;Green, Tan;Switch grass;Wet to Moist;Full Sun,Sun/Light Shade;July;Songbirds;Naturalizing,Drought Tolerant,Dried Flower,Cut Flower; ;Green; ;Medium; ;Hydrocarbons;
Panicum virgatum 'Cape Breeze';24-30 Inches;18-24 ft;18 in;4-9;Blue Green, Yellow;Switch Grass;Moist to Dry;Full Sun to Partial Shade;August,July,February,December,January,November,October,September;Pollinators;Naturalizing,Drought Tolerant;Deer Resistant;Green;Medium;Medium;Fall,Summer,Spring,Winter;Hydrocarbons;
Panicum virgatum 'Cloud Nine';6-8 ft;2-3 ft;4 ft;4-9;Green, Tan;Switch grass;Moist to Wet;Full Sun,Sun/Light Shade;July;Songbirds,Pollinators,Butterflies;Drought Tolerant,Bog,Rain Garden,Interesting Foliage; ;Blue-Green;Fast;Medium;Summer,Spring,Fall;Hydrocarbons;
Panicum virgatum 'Heavy Metal';3-4 ft;1-2 ft;3 ft;4-9;Blue, Tan;Switch grass;Moist to Wet;Full Sun;July;Songbirds;Interesting Foliage,Drought Tolerant,Dried Flower,Cut Flower,Rain Garden,Clay Soil; ;Blue;Fast;High;Summer,Spring,Winter,Fall;Hydrocarbons;
Panicum virgatum 'North Wind';4-6 ft;2-3 ft;3 ft;4-9;Blue Green, Yellow;Switch grass;Moist to Dry;Full Sun to Partial Shade;September,August;Pollinators,Songbirds;Drought Tolerant,Dried Flower,Clay Soil; ;Gray-Green;Fast;Medium;Summer,Spring,Winter,Fall;Hydrocarbons;
Panicum virgatum 'Prairie Sky';3-5 ft;2-3 ft;3 ft;3-9;Green;Switch grass;Moist to Wet;Full Sun;September;Songbirds,Pollinators;Drought Tolerant,Dried Flower,Cut Flower,Clay Soil,Naturalizing; ;Blue-Green;Fast;Medium;Spring,Winter,Fall,Summer;Hydrocarbons;
Panicum virgatum 'Shenandoah';2-3 ft;2 ft;3 ft;4-9;Burgundy, Green;Switch grass;Moist to Wet;Full Sun;June,September,August,July,October;Songbirds,Pollinators;Clay Soil,Drought Tolerant,Coastal; ;Burgundy,Blue-Green; ;Medium;Summer,Spring,Winter,Fall;Hydrocarbons;
Patrinia scabiosifolia;3-6 ft;18-24 in;24-36 in;5 - 8;Yellow;Patrina;Moist/Well-Drained;Full Sun;September,August,July,June;Pollinators,Butterflies;Long Blooming,Drought Tolerant,Cut Flower,Reblooming,Naturalizing; ; ;Fast; ;Fall,Summer,Spring; ;
Pennisetum alopecuroides 'Cassian';24-30 in;24-30 in;30-48 in;5 - 9;White;Cassian dwarf fountain grass;Moist to Wet;Full Sun to Partial Shade;October,September,August;Songbirds;Long Blooming,Rain Garden,Ground Cover,Drought Tolerant,Dried Flower,Clay Soil,Bog,Naturalizing; ;Green; ; ;Fall,Summer,Spring; ;
Penstemon digitalis;2-4 ft;1-2 ft; ;3-8;White;Beard tongue;Moist;Full Sun to Partial Shade;July,June;Songbirds,Butterflies;Naturalizing,Drought Tolerant,Cut Flower,Clay Soil;Deer Resistant;Green; ;Medium;Summer,Spring; ;
Penstemon digitalis 'Husker Red';2-3 ft;1-2 ft; ;4-8;White;Beard tongue;Moist to Dry;Full Sun to Partial Shade;June,May;Butterflies,Songbirds,Pollinators,Hummingbirds;Drought Tolerant,Cut Flower,Clay Soil,East-Coast Native;Deer Resistant;Burgundy; ;Medium;Fall,Summer,Spring,Winter; ;
Penstemon digitalis 'Pocahontas';3-4 ft;2-3 ft;3-4 ft;4-8;Lavender;Pocahontas beard tongue;Moist to Dry;Full Sun to Partial Shade;June,May,April;Butterflies,Songbirds,Pollinators,Hummingbirds;Drought Tolerant,Cut Flower,Clay Soil,Long Blooming,Interesting Foliage,East-Coast Native;Deer Resistant;Burgundy;Medium;Medium;Summer,Spring; ;
Penstemon hirsutus;18 Inches;10-12 Inches;10-12 in;3-9;Purple;Hairy Beardtongue;Moist to Dry;Full Sun to Full Shade;June,May;Butterflies,Songbirds;Rock Garden,Naturalizing,Drought Tolerant,Cut Flower,Rain Garden,Clay Soil;Deer Resistant;Green;Medium;Medium;Spring,Summer; ;
Perovskia atriplicifolia;3-5 ft;2-4 ft;3-4 ft;5 - 9;Lavender-Blue;Russian sage;Dry to Moist;Full Sun;October,September,August,July;Pollinators,Butterflies;Interesting Foliage,Fragrant,Drought Tolerant,Clay Soil,Reblooming,Naturalizing,Long Blooming;Deer Resistant;Silver;Medium;Medium;Summer,Spring,Fall; ;
Phlox maculata;2-3 ft;1-2 ft;18 in;4-8;Pink, Violet;Wild sweet William, meadow phlox;Well-Drained,Moist;Full Sun to Partial Shade;October,September,August;Pollinators,Hummingbirds,Butterflies;East-Coast Native,Bog,Naturalizing,Rain Garden,Fragrant; ;Green; ; ; ; ;
Phlox paniculata;2-5 ft;1-3 ft;3 ft;4-8;Lavender, Pink;Summer phlox;Moist;Full Sun;August,July;Songbirds,Pollinators,Hummingbirds,Butterflies;Bog,Rain Garden,Naturalizing,Long Blooming,Fragrant,East-Coast Native,Cut Flower; ;Green; ;Medium;Fall,Summer,Spring; ;
Phlox paniculata 'David';3-4 ft;2-3 ft;3 ft;4-8;White;David garden phlox;Moist;Full Sun;July,August;Hummingbirds,Butterflies;Fragrant,Clay Soil; ;Green; ; ; ; ;
Phlox paniculata 'Robert Poore';4-5 ft;2-3 ft; ;4-8;Purple, Rose;Robert Poore garden phlox;Moist;Full Sun;August,July;Songbirds,Hummingbirds,Butterflies;Cut Flower,Clay Soil,Fragrant; ;Green;Medium;Medium;Summer,Spring; ;
Pycnanthemum flexuosum;2-3 Feet;3-4 ft;2 ft;5-8;White;Appalachian Mountain Mint;Moist to Dry;Full Sun to Partial Shade;September,August;Butterflies,Pollinators;Rain Garden,Fragrant,East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing;Deer Resistant;Green;Medium; ;Fall,Summer,Spring; ;
Pycnanthemum muticum;2-3 ft;2 ft;2 ft;4-8;Pink, White;Short-toothed mountain mint;Moist;Full Sun to Partial Shade;September,August;Pollinators,Butterflies;Interesting Foliage,Fragrant,Drought Tolerant,Rain Garden,Clay Soil,Naturalizing;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Pycnanthemum tenuifolium;2-3 ft;2-3 ft;2 ft;4-8;White;Slender Mountain Mint;Moist,Well-Drained,Dry,Dry to Moist;Full Sun,Full Sun to Partial Shade,Partial Shade;September,August,July;Pollinators,Butterflies;Naturalizing,Interesting Foliage,Fragrant,East-Coast Native,Drought Tolerant,Dried Flower,Rock Garden,Clay Soil;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Pycnanthemum virginianum;2-3 ft;12-18 in;18-24 in;3 - 7;White;American mountain mint;Moist to Wet;Full Sun to Partial Shade;September,August,July;Butterflies,Songbirds,Pollinators;Rain Garden,Drought Tolerant,Dried Flower,Cut Flower,Clay Soil,Naturalizing,Long Blooming,East-Coast Native; ;Green;Medium; ;Summer,Spring; ;
Ratibida pinnata;2-5 ft;2 ft;2-3 ft;3-10;Bright Yellow;Grey-Headed Coneflower;Moist to Dry;Full Sun;August,July,June;Pollinators,Butterflies;Long Blooming,East-Coast Native,Drought Tolerant,Clay Soil,Rain Garden,Naturalizing; ;Green;Fast; ;Summer; ;
Rudbeckia fulgida v. deamii;3 ft;2 ft;2 ft;4-9;Yellow Orange;Black-eyed Susan;Moist to Dry;Full Sun to Partial Shade;October,September,August;Butterflies,Songbirds,Pollinators; ; ;Green; ; ; ; ;
Rudbeckia fulgida v. deamii 'American Gold Rush PP#28498';18-24 in;2 ft;2 ft;3-9;Yellow Orange;Black-eyed Susan;Moist to Dry;Full Sun to Partial Shade;September,August,July;Butterflies,Songbirds,Pollinators;Drought Tolerant,Cut Flower,Container,Clay Soil,Reblooming,Naturalizing,Long Blooming;Deer Resistant;Green;Fast;Medium;Summer,Spring,Fall; ;
Rudbeckia fulgida v. fulgida;2-3 ft;1-2 ft;2 ft;5-9;Yellow;Black-eyed Susan;Moist to Dry;Full Sun to Partial Shade;October,September,August;Butterflies,Songbirds,Pollinators;Drought Tolerant,Dried Flower,Cut Flower,Clay Soil,Naturalizing,Long Blooming,East-Coast Native; ;Green; ; ;Summer,Spring; ;
Rudbeckia grandiflora 'Sundance';3-4 ft;2-3 ft;2-3 ft;5 - 8;Bright Yellow;Sundance rough coneflower;Moist;Full Sun;October,September,August;Songbirds,Pollinators,Butterflies;Cut Flower,Clay Soil,Rock Garden,Naturalizing,Long Blooming,Drought Tolerant;Deer Resistant;Green;Fast;High;Fall,Summer,Spring; ;
Rudbeckia hirta;2-3 ft;1-2 ft;2 ft;3-9;Yellow;Sweet black-eyed Susan;Moist to Dry;Full Sun to Partial Shade;September,August,July;Butterflies,Songbirds,Pollinators;East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing,Long Blooming;Deer Resistant;Green;Medium;Medium;Summer,Spring,Fall; ;
Rudbeckia maxima;6-8 ft;3-4 ft;4 ft;5-9;Yellow;Giant coneflower;Moist to Dry;Full Sun;August,July;Songbirds,Pollinators,Butterflies;Dried Flower,Cut Flower,Rain Garden,Clay Soil,Naturalizing,Drought Tolerant;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Rudbeckia triloba;2-5 ft;2-3 ft;3 ft;4-8;Yellow;Brown-eyed Susan;Moist to Dry;Full Sun to Partial Shade;August,July,September;Butterflies,Songbirds,Pollinators;Naturalizing,Drought Tolerant; ;Green;Fast; ;Summer; ;
Ruellia humilis;1-2 ft;1 ft;18 in;4-8;Pink;Wild petunia;Moist to Dry;Full Sun;July,June,August;Pollinators,Hummingbirds,Butterflies;Drought Tolerant;Deer Resistant;Green;Medium; ;Summer; ;
Salvia nemorosa 'Caradonna';1-2 ft;1-2 ft;2 ft;4 - 8;Purple;Caradonna sage;Dry to Moist;Full Sun;September,August,July,June;Songbirds,Pollinators,Butterflies;Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Long Blooming;Deer Resistant;Green;Medium;Low;Summer,Spring; ;
Salvia nemorosa 'Wesuwe';12-18 in;12-18 in;18-24 in;3 - 8;Purple;Wesuwe meadow sage;Dry to Moist;Full Sun;September,August,July,June;Songbirds,Pollinators,Butterflies;Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Long Blooming;Deer Resistant;Green;Medium;Low;Summer,Spring; ;
Salvia x sylvestris 'Blue Hill';18-24 in;12-18 in;18-24 in;4 - 8;Light Blue; ;Dry to Moist;Full Sun;June,May;Songbirds,Pollinators,Butterflies;Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Long Blooming;Deer Resistant;Green;Medium;Low;Summer,Spring; ;
Salvia x sylvestris 'May Night';18-24 in;12-18 in; ;4 - 8;Purple;May Night wood sage;Dry to Moist;Full Sun;June,May;Pollinators,Hummingbirds,Butterflies;Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Long Blooming;Deer Resistant;Green;Medium;Low;Summer,Spring; ;
Salvia x sylvestris 'Snow Hill';18-24 in;12-18 in;18-24 in;4 - 8;White;Snow Hill wood sage;Dry to Moist;Full Sun;June,May;Pollinators,Butterflies;Drought Tolerant,Cut Flower,Container,Clay Soil,Rock Garden,Long Blooming;Deer Resistant;Green;Medium;Low;Summer,Spring; ;
Sanguisorba officinalis;30-36 in;24-36 in;24 in;4 - 8;Purple Red;Greater burnet;Moist;Full Sun;June,May;Songbirds,Pollinators,Butterflies;Dried Flower,Cut Flower,Naturalizing,Interesting Foliage,Drought Tolerant;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Schizachyrium scoparium;2-4 ft;2-3 ft;12-18 inches;4-10;Green, Tan;Little bluestem;Dry,Well-Drained;Full Sun to Partial Shade;September;Songbirds,Pollinators,Butterflies;Dried Flower,Clay Soil,Naturalizing,Drought Tolerant; ;Gray-Green,Blue-Green;Medium;High;Fall,Summer,Spring,Winter;Cu-Copper;
Schizachyrium scoparium 'Jazz';2 ft;1-2 ft;12-18 in;4-9;Green, Tan;Jazz little bluestem;Dry;Full Sun;September; ;Drought Tolerant;Deer Resistant; ; ;Medium;Fall; ;
Schizachyrium scoparium 'The Blues';2-3 ft;1-2 ft;12-18 in;4-9;Green, Tan;Little bluestem;Dry;Full Sun;September; ;Drought Tolerant;Deer Resistant; ; ;Medium;Fall; ;
Silene caroliniana;1 ft;9-12 in;12-18 in;4-8;Pink;Wild pink;Well-Drained,Dry to Moist;Full Sun to Partial Shade;June,May;Pollinators,Butterflies;Rock Garden,Naturalizing,Ground Cover,Drought Tolerant; ;Green;Medium; ;Spring,Fall,Summer; ;
Silene virginica;1-2 ft;1-2 ft;18-24 in;4-8;Red;Fire pink;Moist to Dry;Partial Shade;June,May;Pollinators,Hummingbirds,Butterflies;Ground Cover,Drought Tolerant,Clay Soil,Rock Garden,Naturalizing; ;Green; ; ; ; ;
Silphium laciniatum;5-9 ft;2-3 ft;2-3 ft;3 - 8;Yellow;Compass plant;Average;Full Sun;September,August,July;Pollinators,Butterflies;Interesting Foliage,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing,Long Blooming; ;Green;Slow; ;Summer,Spring; ;
Silphium perfoliatum;4-10 ft;4-6 ft; ;4-8;Yellow;Cup plant;Moist to Dry;Full Sun;October,September,August;Songbirds,Pollinators,Butterflies;Drought Tolerant,Clay Soil,Rain Garden,Bog,Naturalizing,East-Coast Native; ;Green;Medium; ;Summer,Spring; ;
Silphium terebinthinaceum;3-10 ft;1-3 ft;2-3 ft;4 - 8;Yellow;Prairie dock;Average; ;September,August,July;Butterflies,Pollinators;Interesting Foliage,East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Naturalizing,Long Blooming; ;Green;Slow; ;Summer,Spring; ;
Sisyrinchium angustifolium 'Suwannee';8-12 in;12-18 in;18 in;6-9;Blue;Blue-eyed grass;Moist to Dry;Full Sun to Partial Shade;June,May; ;Bog,Naturalizing,Ground Cover,East-Coast Native,Rain Garden,Drought Tolerant;Deer Resistant;Green;Medium;Low;Summer,Spring; ;
Solidago bicolor;1-3 ft;1 ft;12-18 in;3 - 8;White;silverrod;Dry to Moist;Full Sun to Partial Shade;October,September,August,July;Butterflies,Songbirds,Pollinators;East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Long Blooming,Ground Cover;Deer Resistant; ;Medium;Medium;Summer,Spring,Fall; ;
Solidago graminifolia;2-4 ft;1-2 ft;2 ft;3-9;Yellow;Grass-leaved goldenrod;Moist to Wet;Full Sun to Partial Shade;October,September;Butterflies,Songbirds,Pollinators;East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing; ;Green;Medium; ;Fall,Summer,Spring; ;
Solidago nemoralis;6-30 in;6-30 in;12-30 in;3-9;Yellow;Prairie goldenrod;Dry;Full Sun;November,October,September,August;Pollinators,Butterflies;East-Coast Native,Drought Tolerant,Clay Soil,Rock Garden,Naturalizing,Long Blooming;Deer Resistant;Green;Medium; ; ; ;
Solidago rigida;2-5 ft;1-2 ft;2-3 ft;3-9;Yellow;Stiff goldenrod;Moist to Dry;Full Sun;October,September;Songbirds,Pollinators,Butterflies;Naturalizing,Cut Flower,Clay Soil;Deer Resistant;Green;Medium;Medium;Spring,Fall,Summer; ;
Solidago rugosa 'Fireworks';3-4 ft;2-3 ft;3-4 ft;4-9;Yellow;Wrinkle-leaf goldenrod;Moist to Wet;Full Sun to Partial Shade;October,September;Butterflies,Songbirds,Pollinators;Long Blooming,Rain Garden,Drought Tolerant,Cut Flower,Clay Soil,Naturalizing;Deer Resistant;Green;Medium; ;Fall,Summer,Spring; ;
Solidago speciosa;3-5 ft;2-3 ft;36-48 in;3-8;Yellow;Showy goldenrod;Moist to Dry;Full Sun to Partial Shade;October,September;Butterflies,Songbirds,Pollinators;Drought Tolerant,Cut Flower,Coastal,Clay Soil,Rock Garden,Naturalizing; ;Green;Medium;Medium;Fall,Summer,Spring; ;
Sorghastrum nutans;3-5 ft;2-3 ft;3 ft;2-9;Green, Tan;Indian grass;Dry to Moist;Full Sun to Partial Shade;August;Songbirds;Naturalizing,Drought Tolerant,Dried Flower,Clay Soil; ;Green;Fast;Low;Fall,Summer,Spring,Winter; ;
Sporobolus airoides;4 ft;2 ft;3 ft;4-9;Purple, Yellow;Alkali Sacaton;Moist to Dry,Dry;Full Sun;August;Songbirds,Pollinators;Favorite,East-Coast Native,Drought Tolerant,Rock Garden,Naturalizing,Rain Garden,Ground Cover,Fragrant;Deer Resistant;Green,Bronze;Fast;High;Summer,Spring,Winter,Fall; ;
Sporobolus heterolepis;1-2 ft;2-3 ft; ;3-8;Green, Tan;Prairie dropseed;Moist to Dry,Dry;Full Sun;August;Songbirds,Pollinators;Favorite,East-Coast Native,Drought Tolerant,Rock Garden,Naturalizing,Ground Cover,Fragrant;Deer Resistant;Bronze,Green;Fast;Medium;Spring,Winter,Fall,Summer; ;
Stachys officinalis;18-24 in;12-18 in;18-24 in;4 - 8;Red Violet;Bishop's wort;Moist;Full Sun;August,July;Pollinators,Hummingbirds,Butterflies;Container,Clay Soil,Naturalizing,Long Blooming,Ground Cover,Cut Flower;Deer Resistant; ; ; ;Summer,Spring; ;
Stachys x 'Summer Crush';24-30 in;1-2 ft;12-18 in;4-9;Pink, White;Summer Crush betony;Dry to Moist;Full Sun to Partial Shade;July,June;Butterflies,Songbirds,Pollinators;Drought Tolerant,Cut Flower,Reblooming,Container,Long Blooming,Clay Soil,Ground Cover,Interesting Foliage,Favorite;Deer Resistant;Green;Medium; ;Spring,Summer; ;
Thalictrum rochebrunianim;4-6 ft;2 ft;2-3 ft;4-7;Purple;Meadow rue;Moist;Full Sun to Partial Shade;September,August,July;Pollinators,Butterflies;Favorite,Drought Tolerant,Cut Flower,Clay Soil,Long Blooming,Interesting Foliage;Deer Resistant;Blue-Green;Fast; ;Summer,Spring; ;
Thermopsis villosa;5 ft;2-3 ft; ;4-9;Yellow;Carolina lupine;Moist to Dry;Full Sun;July,June; ;Drought Tolerant; ;Blue-Green; ; ; ; ;
Tradescantia ohiensis;2-4 ft;2-3 ft; ;5-8;Light Blue;Ohio spiderwort;Moist to Wet;Partial Shade to Full Sun;September,August,July,June;Butterflies,Pollinators;Rain Garden,Favorite,East-Coast Native,Cut Flower,Clay Soil,Bog,Naturalizing,Long Blooming; ;Blue-Green;Medium; ;Summer,Spring; ;
Tradescantia ohiensis 'Mrs. Loewer';2-3 ft;1-2 ft;18-24 in;3-8;Light Blue;Ohio Spiderwort;Dry to Moist;Sun/Light Shade;September,August,July,June;Pollinators,Butterflies;Long Blooming,East-Coast Native,Drought Tolerant,Cut Flower,Rock Garden,Naturalizing; ;Green;Fast;Low;Fall,Summer,Spring; ;
Verbena bonariensis;2-4 ft;18-36 in;1 ft;7 - 11;Purple;purpletop vervain;Moist;Full Sun to Partial Shade;August,July,June,October,September;Pollinators,Butterflies;Dried Flower,Cut Flower,Container,Reblooming,Clay Soil,Naturalizing,Long Blooming,Drought Tolerant; ;Blue-Green;Fast;Medium;Spring,Fall,Summer; ;
Vernonia glauca;3-5 ft;2-4 ft;3 ft;6-8;Purple;Upland ironweed;Moist to Dry;Full Sun to Partial Shade;September,August;Butterflies,Pollinators;Rock Garden,Naturalizing,Long Blooming,Drought Tolerant,Cut Flower; ;Green;Medium; ;Spring,Summer; ;
Vernonia lettermannii 'Iron Butterfly';2-3 ft;2-3 ft;2-4 ft;4-9;Purple;Iron Butterfly ironweed;Moist to Wet;Full Sun to Partial Shade;October,September,August;Butterflies,Pollinators;Rain Garden,Naturalizing,Long Blooming,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden;Deer Resistant;Green;Fast; ;Fall,Summer,Spring; ;
Vernonia noveborecensis;4-8 ft;2-4 ft;2-4 ft;5-9;Purple;New York ironweed;Moist to Wet;Full Sun to Partial Shade;October,September,August,July;Butterflies,Pollinators;Long Blooming,East-Coast Native,Cut Flower,Clay Soil,Bog,Rain Garden,Naturalizing;Deer Resistant;Green;Medium;Medium;Fall,Summer,Spring; ;
Zizia aureus;1-3 ft;1-2 ft;18-24 in;3-9;Yellow;Golden Alexander's;Moist to Wet;Full Sun to Partial Shade;June,May;Butterflies,Pollinators;Naturalizing,Drought Tolerant,Cut Flower,Rain Garden,Clay Soil,Bog,Rock Garden; ;Green; ;Medium;Winter,Summer,Spring; ;
