Botanical Name;Height;Spread;Spacing;USDA Hardiness Zone;Bloom Color;Common Name;Soil Moisture Preference;Exposure;Flowering Months;Attracts Wildlife;Extra Attributes;Deer Resistant;Foliage Color;Growth Rate;Salt Tolerance;Season of Interest;Phytoremediation
Carex woodii;6-12 Inches;6-12 Inches;12-18 in;4-6;Burgundy, Green;Pretty sedge, wood's sedge;Dry to Moist;Partial Shade to Full Shade;April,May;Pollinators;Naturalizing,Ground Cover,East-Coast Native,Drought Tolerant,Clay Soil;Deer Resistant;Green;Medium; ;Fall,Summer,Spring,Winter; ;
Ceanothus americanus;3 ft;3-5 ft;4-5 ft;4-10;White;New Jersey tea;Moist to Dry;Full Sun to Partial Shade;August,July,June;Butterflies,Pollinators,Hummingbirds;Fragrant,East-Coast Native,Rain Garden,Drought Tolerant,Cut Flower,Naturalizing; ;Green;Slow; ;Summer,Spring; ;
Cephalanthus occidentalis;5-12 ft;4-8 ft;4-8 ft;5-9;White;Buttonbush;Moist to Wet;Full Sun to Partial Shade;June;Butterflies,Pollinators;Naturalizing,East-Coast Native,Cut Flower,Bog,Rain Garden; ;Green;Slow; ;Fall,Summer,Winter; ;
Ceratostigma plumbaginoides;8-12 in;12-18 in;18-24 in;5 - 9;Blue;plumbago;Moist;Full Sun to Partial Shade;September,August,July;Pollinators,Butterflies;Fragrant,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing,Long Blooming;Deer Resistant;Green;Fast; ;Summer,Spring,Fall; ;
Chasmanthium latifolium;3-4 ft;2-3 ft; ;5-8;Green, Tan;Northern seaoates;Moist to Wet;Full Sun,Full Sun to Full Shade;July;Songbirds,Pollinators;Naturalizing,Dried Flower,Cut Flower; ; ; ;Medium; ; ;
Chelone glabra;2-3 ft;2 ft;3-4 ft;3-8;White;Turtlehead;Wet to Moist;Full Sun to Partial Shade;September,August;Butterflies,Pollinators,Hummingbirds;East-Coast Native,Cut Flower,Clay Soil,Bog,Rain Garden,Naturalizing,Long Blooming;Deer Resistant;Green; ; ; ; ;
Chelone lyonii 'Hot Lips';2-3 ft;1 ft;18-24 in;4-7;Medium Pink;Pink turtlehead;Moist to Wet;Full Sun to Partial Shade;September,August;Butterflies,Pollinators,Hummingbirds;Drought Tolerant,Rain Garden,Cut Flower,Clay Soil,Bog,Long Blooming,East-Coast Native;Deer Resistant;Green;Medium; ;Summer,Spring; ;
Chrysogonum virginianum;3-4 in;8-10 Inches;12 in;5-9;Yellow;Golden star;Well-Drained;Partial Shade to Full Shade;June,May,April;Pollinators;Naturalizing,Ground Cover,Evergreen,Drought Tolerant,Clay Soil,Rock Garden,Reblooming;Deer Resistant;Green;Medium; ;Fall,Summer,Spring,Winter; ;
Chrysogonum virginianum 'Allen Bush';6 in;1 ft;18 in;5-9;Yellow;Golden star;Well-Drained,Moist;Partial Shade to Full Shade;June,May,April;Pollinators;Ground Cover,East-Coast Native,Drought Tolerant,Clay Soil,Reblooming,Long Blooming; ;Green;Medium; ;Fall,Summer,Spring,Winter; ;
Chrysogonum virginianum 'Superstar';5 in;12 in;18 in;5-9;Yellow;Golden star;Moist to Dry;Partial Shade;June,May,April;Pollinators;Ground Cover,Interesting Foliage,Evergreen,Drought Tolerant,Rock Garden,Clay Soil,Naturalizing,Long Blooming; ;Green;Medium; ;Fall,Summer,Spring,Winter; ;
Chyrsopsis mariana;2 ft;2 ft;2-3 ft;4-8;Yellow;Maryland golden star;Dry to Moist;Full Sun to Partial Shade;October,September,August; ;Ground Cover,Rock Garden,Naturalizing,Long Blooming; ;Green;Medium; ;Summer,Spring; ;
Clematis virginiana;20 ft;3-6 ft; ;3-9;White;Virgin's bower;Moist;Full Sun to Full Shade;August,July,September;Pollinators,Butterflies;Naturalizing,Fragrant;Deer Resistant;Green; ; ; ; ;
Coreopsis lanceolata;2-3 ft;2-3 ft;18-24 in;4-9;Yellow;Lanceleaf tickseed;Dry to Moist;Full Sun;July,June,May;Butterflies;Naturalizing,Drought Tolerant;Deer Resistant;Green; ;Medium; ; ;
Coreopsis rosea;1-2 ft;2-3 ft;2-3 ft;3-8;Pink;Pink tickseed;Dry to Moist;Full Sun;August,July,June;Songbirds,Pollinators,Butterflies;Interesting Foliage,East-Coast Native,Cut Flower,Rock Garden,Reblooming,Naturalizing,Ground Cover;Deer Resistant;Green; ; ; ; ;
Coreopsis tripteris;4-7 ft;2-8 ft;4-8 ft;4-9;Yellow;Tall coreopsis;Moist to Dry;Full Sun;October,September,August;Songbirds,Pollinators,Butterflies;East-Coast Native,Drought Tolerant,Cut Flower,Naturalizing;Deer Resistant;Green; ;Low;Fall,Summer,Spring; ;
Coreopsis verticillata 'Zagreb';12-18 Inches;1-2 ft;18-24 in;3-9;Yellow;Thread leaf tickseed;Moist to Dry;Full Sun;September,August,July,June;Songbirds,Pollinators,Butterflies;Favorite,Drought Tolerant,Clay Soil,Rock Garden,Reblooming,Long Blooming;Deer Resistant;Green;Fast; ;Summer,Spring,Fall; ;
Dalea purpurea;3 ft;1-2 ft;2 ft;3-8;Purple Red;Purple Prairie Clover;Dry;Full Sun;August,July,June;Pollinators,Butterflies;East-Coast Native,Drought Tolerant,Clay Soil,Rock Garden,Naturalizing,Interesting Foliage,Favorite; ;Green;Medium;Medium;Summer,Spring; ;
Danthonia spicata;1-2 ft;1 ft;18-24 in;3-8;Green;Poverty oat grass;Dry;Full Sun to Full Shade;June;Butterflies; ; ;Green; ; ; ; ;
Deschampsia caespitosa;2-4 ft;1-2 ft;2-3 ft;2-8;Green, Tan;Tufted hairgrass;Moist to Wet;Partial Shade to Full Sun;July;Songbirds;Ground Cover; ; ; ;Medium;Spring,Winter,Fall,Summer;Fe - Iron,Zn-Zinc,Ni - Nickel,Cu-Copper,Mg - Magnesium;
Deschampsia caespitosa 'Goldtau';1-2 ft;2 ft;3 ft;3-8;Green, Tan;gold dew tufted hair grass;Moist to Wet;Full Sun to Partial Shade;August,October,September;Songbirds;Naturalizing,Long Blooming,Rain Garden,Ground Cover,East-Coast Native,Drought Tolerant; ;Green; ;Medium;Winter,Fall,Summer;Ni - Nickel,Cu-Copper,Mg - Magnesium,Fe - Iron,Zn-Zinc;
Desmodium canadense;3-5 ft;2-3 ft; ;3 - 7;Pink;Showy tick trefoil;Moist to Dry;Full Sun to Partial Shade;August,July;Butterflies,Songbirds,Pollinators,Hummingbirds;Drought Tolerant,Cut Flower,Clay Soil,Naturalizing,Interesting Foliage; ;Green;Medium; ;Summer,Spring; ;
Dianthus gratianopolitanus 'Firewitch';4-6 in;6-12 in;8-12 in;3 - 8;Pink-violet;Firewitch cheddar pink;Average;Full Sun;June,May;Pollinators,Butterflies;Ground Cover,Fragrant,Container,Clay Soil;Deer Resistant;Gray-Green;Medium; ;Spring,Summer; ;
Dicentra eximia;12-18 Inches;18-24 in;2-3 ft;4-8;Pink;Wild bleeding heart;Moist;Partial Shade to Full Shade;May,April,July,June;Pollinators,Hummingbirds;East-Coast Native,Drought Tolerant,Reblooming,Cut Flower,Naturalizing,Clay Soil,Long Blooming,Interesting Foliage,Favorite;Deer Resistant;Green;Slow; ;Summer,Spring; ;
Echinacea palida;2-3 ft;1 ft;2 ft;3 - 8;Lavender-Pink;Pale Purple Coneflower;Dry to Moist;Full Sun to Partial Shade;July,June,September,August;Butterflies,Songbirds,Pollinators;East-Coast Native,Drought Tolerant,Rock Garden,Cut Flower,Reblooming,Clay Soil,Naturalizing,Long Blooming,Fragrant;Deer Resistant;Green;Fast;Low;Summer; ;
Echinacea pallida 'Hula Dancer';2-3 ft;12-18 in;18-24 in;3-8;White;Hula Dancer cone flower;Dry to Moist;Full Sun to Partial Shade;July,June;Butterflies,Songbirds,Pollinators;Drought Tolerant,Cut Flower,Coastal,Clay Soil,Long Blooming;Deer Resistant;Green;Medium;Medium;Summer,Spring; ;
Echinacea purpurea;3-4 ft;2-2 ft; ;4-9;Lavender-Pink;Purple coneflower;Moist to Dry;Full Sun to Partial Shade;September,August,July,June;Butterflies,Songbirds;Naturalizing,Drought Tolerant,Dried Flower,Cut Flower,Clay Soil;Deer Resistant;Green; ;Medium; ; ;
Echinacea purpurea 'Magnus';2-3 ft;2 ft;2-3 ft;4-9;Violet Red;Purple coneflower;Moist to Dry;Full Sun;July; ;Rain Garden,Rock Garden,Long Blooming,Interesting Foliage,Drought Tolerant,Cut Flower; ;Green;Medium;Medium;Summer,Spring; ;
Echinacea purpurea 'PowWow White';16-20 in;12-16 in;2 ft;3-8;White;PowWow White coneflower;Dry to Moist;Full Sun to Partial Shade;August,July,June;Butterflies,Songbirds,Pollinators;Long Blooming,Rain Garden,Drought Tolerant,Cut Flower,Clay Soil,Reblooming; ;Green;Medium;Medium;Fall,Summer,Spring; ;
Echinacea purpurea 'PowWow Wild Berry';2-3 Feet;1-2 ft;2-3 ft;4-9;Magenta;Purple coneflower;Dry to Moist;Full Shade to Partial Shade;August,July,June;Butterflies,Songbirds,Pollinators;Long Blooming,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Rain Garden,Reblooming;Deer Resistant;Green;Medium;Medium;Fall,Summer,Spring; ;
Echinacea purpurea 'White Swan';2-3 ft;1-2 ft;2-3 ft;4-9;White;White coneflower;Moist to Dry;Full Sun;August,July,June,September;Songbirds,Pollinators,Butterflies;Cut Flower,Coastal,Clay Soil,Rock Garden,Naturalizing,Drought Tolerant,Dried Flower;Deer Resistant;Green;Medium;Medium;Spring,Fall,Summer; ;
Echinacea tennesseensis;2-3 ft;1-2 ft;2-3 ft;5-9;Pink;Tennessee coneflower;Moist to Dry;Full Sun to Partial Shade;September,August,July,June;Butterflies,Songbirds,Pollinators;Drought Tolerant,Dried Flower,Cut Flower,Clay Soil,Reblooming,Long Blooming,East-Coast Native;Deer Resistant;Green;Medium;High;Spring,Fall,Summer; ;
Echinops bannaticus 'Blue Glow';2-4 ft;1-2 ft;1-2 ft;3 - 8;Blue;Blue globe thistle;Average;Full Sun;August,July;Songbirds,Pollinators,Butterflies;Interesting Foliage,Drought Tolerant,Cut Flower,Rock Garden,Naturalizing; ;Silver;Medium; ;Fall,Summer,Spring; ;
Elymus hystrix;3-5 ft;1-2 ft; ;2-8;Green, Tan;Bottlebrush grass;Moist to Dry;Full Shade to Partial Shade;August;Songbirds;Naturalizing,Drought Tolerant,Cut Flower; ; ; ; ; ;Hydrocarbons;
Elymus virginicus;2-4 ft;1-2 in;18-24 in;3-8;Green, Tan;Virginia wild rye;Wet to Moist;Full Sun to Partial Shade;August; ;Bog,Naturalizing,Interesting Foliage,Rain Garden,East-Coast Native,Drought Tolerant,Clay Soil; ;Green; ; ; ;Hydrocarbons;
Equisetum hyemale;2-4 ft;1-6 ft;2-8 ft;4-9;Green;scouring rush, rough horsetail;Moist,Moist to Wet,Wet to Moist,Wet;Full Sun to Partial Shade;July,August;Songbirds,Pollinators;Coastal,Rain Garden,Rock Garden,Clay Soil,Naturalizing,Bog,Interesting Foliage,Evergreen,East-Coast Native,Container;Deer Resistant;Green;Fast; ;Fall,Summer,Spring,Winter; ;
Eragrostis spectabilis;2 ft;1-2 ft;18-24 in;5-9;Red, Tan;Purple love grass;Moist to Dry,Well-Drained;Full Sun;September,August;Pollinators,Butterflies;Dried Flower,Cut Flower,Coastal,Naturalizing,Ground Cover,Drought Tolerant; ;Purple;Fast;High;Fall,Summer,Spring,Winter; ;
Eryngium planum 'Blaukappe';24-28 in;2 ft;2-3 ft;4-8;Deep Blue;Blue cap sea holly;Dry;Full Sun;September,August,July,June;Songbirds,Pollinators,Butterflies;Rock Garden,Cut Flower,Reblooming,Clay Soil,Naturalizing,Long Blooming,Interesting Foliage,Drought Tolerant,Dried Flower;Deer Resistant;Green,Gray-Green;Medium;High;Fall,Summer,Spring,Winter;Pb-Lead,Cu-Copper;
Eryngium yuccifolium;2-5 ft;2 ft;2-3 ft;5-9;Green, White;Rattlesnake master;Dry to Moist;Full Sun;July,June,September,August;Songbirds,Pollinators,Butterflies;Dried Flower,Cut Flower,Rock Garden,Clay Soil,Naturalizing,Long Blooming,Interesting Foliage,Drought Tolerant; ;Green,Gray-Green;Medium; ;Fall,Summer;Pb-Lead,Cu-Copper;
Eupatorium altissimum;2-6 ft;2-3 ft;3-5 ft;4-8;White;tall thoroughwort, tall boneset;Dry to Moist;Full Sun to Partial Shade;October,September,August;Butterflies,Pollinators;East-Coast Native,Drought Tolerant,Dried Flower,Cut Flower,Rock Garden,Coastal,Naturalizing,Long Blooming;Deer Resistant; ;Fast;High;Fall,Summer; ;
Eupatorium coelestinum;1-3 ft;2 ft; ;5-9;Blue;Mistflower, hardy ageratum;Moist to Dry;Full Sun to Partial Shade;September,October;Butterflies;Naturalizing,Rain Garden,East-Coast Native,Drought Tolerant,Cut Flower,Clay Soil; ;Green; ; ; ; ;
Eupatorium dubium;2-5 ft;2 ft;3-4 ft;4-8;Pink;Three-nerved Joe pye;Moist to Wet;Full Sun to Partial Shade;September,August,July;Butterflies,Songbirds,Pollinators;Drought Tolerant,Cut Flower,Clay Soil,Naturalizing,Bog,Long Blooming,Rain Garden,Fragrant,East-Coast Native;Deer Resistant;Green;Fast; ;Spring,Summer; ;
Eupatorium fistulosum;5-10 ft;2-3 ft;3-6 ft;4-9;Mauve;Joe pye weed;Wet to Moist;Full Sun to Partial Shade;August,July;Butterflies,Pollinators;Long Blooming,East-Coast Native,Drought Tolerant,Rain Garden,Cut Flower,Clay Soil,Naturalizing; ;Green;Fast; ;Summer,Spring; ;
Eupatorium hyssopifolium;2-4 ft;1-2 ft;2-3 ft;4-8;White;Hyssop leaved boneset;Moist to Dry;Full Sun to Partial Shade;August,October,September;Butterflies;Naturalizing,East-Coast Native,Drought Tolerant,Rain Garden,Cut Flower,Clay Soil; ;Green;Fast; ;Spring,Summer; ;
Eupatorium maculatum;7-10 ft;3 ft;4-5 ft;2-7;Lavender-Pink, Mauve;Spotted Joe pye weed;Moist to Wet;Full Sun to Partial Shade;September,August,July;Butterflies,Songbirds,Pollinators;Drought Tolerant,Cut Flower,Rain Garden,Clay Soil,Naturalizing,Bog,Long Blooming,Fragrant,East-Coast Native; ;Green; ; ; ; ;
Eupatorium perfoliatum;3-5 ft;3-4 ft;6-8 ft;4-8;White;Boneset;Wet to Moist;Full Sun to Partial Shade;September,August,July;Butterflies,Pollinators;Dried Flower,Cut Flower,Coastal,Clay Soil,Naturalizing,Bog,Long Blooming,East-Coast Native;Deer Resistant;Green; ;Medium; ; ;
Eupatorium purpureum;4-7 ft;2-3 ft;4-6 ft;4-8;Purple;Sweet Joe pye weed;Wet to Moist;Full Sun to Partial Shade;September,August,July;Butterflies,Songbirds,Pollinators;Drought Tolerant,Cut Flower,Clay Soil,Rain Garden,Bog,Naturalizing,Long Blooming,East-Coast Native; ;Green; ; ; ; ;
Euphorbia polychroma;12-18 in;12-18 in;18-24 in;4 - 8;Yellow Green;Cushion spurge;Dry;Full Sun;May,April;Pollinators,Butterflies;Drought Tolerant,Cut Flower,Coastal,Naturalizing,Interesting Foliage;Deer Resistant;Green;Medium;Medium;Summer,Spring; ;
Euthamia caroliniana;1-3 ft;18-24 in;24 in;5 - 10;White;Slender goldentop;Dry;Full Sun;October,September,August,July,December,November;Pollinators,Butterflies;Drought Tolerant,Cut Flower,Clay Soil,Rock Garden,Naturalizing,Long Blooming; ;Green;Fast;Medium;Summer,Spring,Fall; ;
Gaura lindheimeri;3-5 ft;1-2 ft;2-3 ft;5 -9;Light Pink, White;Lindheimer's beeblossom, white gaura;Average;Full Sun;October,September,August;Pollinators,Butterflies;Naturalizing,Long Blooming,Drought Tolerant,Cut Flower,Rock Garden,Reblooming; ;Maroon,Green;Fast;Low; ; ;
Geranium macrorrhizum 'Bevan's Variety';1-2 ft;1-2 ft; ;3-8;Magenta;Big root geranium;Moist/Well-Drained;Full Sun to Partial Shade;April,June,May;Pollinators,Butterflies;Ground Cover,Fragrant,Drought Tolerant;Deer Resistant;Green; ; ; ; ;
Geranium macrorrhizum 'Ingwersen's Variety';12-18 in;12-18 in;18-24 in;4 - 8;Light Pink;Big Root Geranium;Dry to Moist;Full Sun to Partial Shade;June,May;Butterflies,Pollinators,Hummingbirds;Naturalizing,Long Blooming,Interesting Foliage,Drought Tolerant,Rock Garden,Reblooming;Deer Resistant;Green;Medium; ;Fall,Summer,Spring; ;
Geranium × cantabrigiense 'Biokova';6-12 in;6-12 in;12-18 in;5 - 8;Light Pink;Hardy geranium;Average;Full Sun to Partial Shade;May,June;Butterflies,Pollinators,Hummingbirds;Ground Cover,Interesting Foliage,Container;Deer Resistant;Green;Medium; ;Spring,Fall,Summer; ;
Geranium × cantabrigiense 'Karmina';6-12 in;6-12 in;12-18 in;5 - 8;Lavender-Pink;Hardy geranium;Average;Full Sun to Partial Shade;June,May;Butterflies,Pollinators,Hummingbirds;Ground Cover,Interesting Foliage,Drought Tolerant,Clay Soil,Rock Garden;Deer Resistant;Green;Medium; ;Fall,Summer,Spring; ;
Geum triflorum;6-18 in;6-12 in;12 in;3-7;Pink;prairie smoke, old man's whiskers;Dry;Sun/Light Shade;April,March;Pollinators,Butterflies;Ground Cover,Interesting Foliage,Drought Tolerant,Rock Garden,Naturalizing;Deer Resistant;Green,Burgundy;Medium; ;Summer,Spring; ;
Helenium autumnale;3-5 ft;2-3 ft;3-4 ft;3-9;Burgundy;Common sneezeweed;Moist to Wet;Full Sun to Partial Shade;August,July;Butterflies,Songbirds,Pollinators;Cut Flower,Coastal,Clay Soil,Bog,Naturalizing,East-Coast Native,Rain Garden,Drought Tolerant;Deer Resistant;Green;Fast;Medium;Fall,Summer,Spring; ;
Helenium autumnale 'Helena Red Shades';4 ft;3 ft;3-4 ft;3-9;Burgundy;Helena Red Shades common sneezeweed;Moist to Wet;Full Shade to Partial Shade;August,July;Butterflies,Songbirds,Pollinators;Cut Flower,Coastal,Clay Soil,Bog,Naturalizing,East-Coast Native,Rain Garden,Drought Tolerant;Deer Resistant;Green;Fast;Medium;Fall,Summer,Spring; ;
Helenium autumnale 'Moerheim Beauty';2-3 ft;18-24 in;2-3 ft;3 - 8;Red;Moerheim Beauty sneezeweed;Moist to Wet;Full Sun;October,September,August;Songbirds,Pollinators,Butterflies;Long Blooming,Rain Garden,Cut Flower,Clay Soil,Reblooming;Deer Resistant;Green;Medium;Medium;Fall,Summer,Spring; ;
Helenium flexuosum;2-5 ft;1-2 ft; ;3-8;Purple, Yellow;purple-headed sneezeweed;Wet to Moist;Full Sun;October,September,August;Songbirds,Pollinators,Butterflies;Cut Flower,Rain Garden,Clay Soil,Bog,Naturalizing,Long Blooming,East-Coast Native;Deer Resistant;Green; ;Medium;Summer,Spring; ;
Helianthus angustifolius;5-7 ft;4-6 ft;3-4 ft;5-9;Yellow;Swamp sunflower, narrow leaved sunflower;Moist to Wet;Full Sun to Partial Shade;November,October;Butterflies,Songbirds,Pollinators;Drought Tolerant,Cut Flower,Clay Soil,Bog,Naturalizing,East-Coast Native;Deer Resistant;Green; ; ; ; ;
Helianthus decapetalus;5 ft;3 ft; ;4-9;Yellow;Ten petaled sunflower;Moist to Dry;Partial Shade to Full Sun;July,August; ; ; ;Green; ; ; ; ;
Helianthus divaricatus;6 ft;1-3 ft; ;5-9;Yellow;Woodland sunflower;Moist to Dry;Partial Shade to Full Sun;August,July;Butterflies,Songbirds;Naturalizing,Drought Tolerant,Cut Flower;Deer Resistant;Green; ; ; ; ;
Helianthus microcephalus;4-6 ft;2-3 ft;4-6 ft;4-8;Yellow;small woodland sunflower;Dry;Sun/Light Shade;September,August,July;Songbirds,Pollinators,Butterflies;Cut Flower,Clay Soil,Rock Garden,Naturalizing,East-Coast Native,Drought Tolerant;Deer Resistant;Green;Fast; ;Summer,Spring; ;
Helianthus occidentalis ssp dowelianus;2-4 ft;1-2 ft;2-3 ft;4-8;Yellow;Eastern Sunflower;Dry to Moist;Full Sun;September,August;Songbirds,Pollinators,Butterflies;Drought Tolerant,Dried Flower,Rock Garden,Cut Flower,Naturalizing,Long Blooming,Interesting Foliage,East-Coast Native;Deer Resistant;Green;Medium;High;Summer,Spring,Fall; ;
Heliopsis helianthiodes 'Summer Nights';3-4 ft;2-3 ft;3-6 ft;4-9;Yellow;Ox-eye sunflower;Moist/Well-Drained;Full Sun;July,June;Songbirds,Pollinators,Butterflies;Cut Flower,Bog,Rain Garden,Naturalizing,East-Coast Native,Drought Tolerant; ;Red;Medium; ;Summer,Spring; ;
Heliopsis helianthoides;4-5 ft;2-4 ft; ;4-9;Yellow;Ox-eye sunflower;Moist;Full Sun to Partial Shade;June,August,July;Songbirds,Butterflies;Drought Tolerant,Cut Flower,Clay Soil; ;Green; ; ; ; ;
Heliopsis helianthoides var. scabra 'Burning Hearts';3-4 ft;18-24 in;12-24 in;3-9;Red, Red Orange, Yellow Orange;Burning Hearts false sunflower;Moist to Dry; ;October,September,August,July;Butterflies,Songbirds,Pollinators;Drought Tolerant,Dried Flower,Cut Flower,Clay Soil,Rock Garden,Long Blooming,Interesting Foliage;Deer Resistant;Purple;Medium;High;Fall,Summer; ;
Heliopsis helianthoides var. scabra 'Summer Sun';24-36 in;18-24 in;24-36 in;3 - 9;Yellow;Summer Sun ox eye;Dry to Moist;Full Sun;July,June,August;Songbirds,Pollinators,Butterflies;Drought Tolerant,Cut Flower,Rock Garden,Coastal,Reblooming,Naturalizing,Long Blooming,Favorite;Deer Resistant;Green;Medium;High;Spring,Fall,Summer; ;
Heuchera americana;1-2 ft;1-2 ft;12-18 in;4-8;Green, White;American coral bell, alumroot;Moist/Well-Drained;Full Shade to Partial Shade;June,May; ;Naturalizing,Ground Cover,Evergreen,Drought Tolerant,Cut Flower,Clay Soil; ;Multi-Color;Medium; ;Spring,Winter,Fall,Summer; ;
Heuchera americana 'Dales Strain';1-2 ft;18 in; ;4-7;White;Dales alum root;Moist;Partial Shade to Full Shade;June,May;Pollinators;Interesting Foliage,Evergreen,Drought Tolerant,Cut Flower,Container,Naturalizing,Ground Cover;Deer Resistant;Multi-Color;Medium; ;Fall,Summer,Spring,Winter; ;
Heuchera micrantha var. diversifolia 'Palace Purple';12-24 in;12-18 in;18-24 in;4 - 9;White;Coral bells;Average;Full Sun to Partial Shade;July,June;Pollinators;Rock Garden,Ground Cover,Interesting Foliage,Drought Tolerant,Container,Clay Soil; ;Burgundy;Medium; ;Spring,Fall,Summer; ;
Heuchera villosa 'Autumn Bride';1-2 ft;3-4 ft;18-24 in;4-8;White;Hairy alumroot;Dry to Moist;Full Sun to Full Shade;November,October,September;Butterflies,Pollinators;Ground Cover,Interesting Foliage,Evergreen,Drought Tolerant,Cut Flower,Naturalizing;Deer Resistant;Green;Fast; ;Fall,Summer,Spring,Winter; ;
Hibiscus moscheutos;4-7 ft;3-4 ft;3-6 ft;5-8;Pink, White;Swamp mallow;Wet to Moist;Full Sun;September,August,July;Pollinators,Hummingbirds,Butterflies;East-Coast Native,Coastal,Rain Garden,Bog,Reblooming,Long Blooming;Deer Resistant;Green;Fast;Low;Summer; ;
Hibiscus moscheutos 'Disco Belle Pink';24-30 in;18-24 in;24-36 in;4-9;Pink;Disco Belle Pink Hardy Hibiscus;Moist to Wet;Full Sun;September,August,July;Pollinators,Butterflies;Reblooming,Long Blooming,Drought Tolerant,Rain Garden,Bog;Deer Resistant;Green;Fast;Low;Fall,Summer; ;
Hibiscus moscheutos 'Disco Belle Red';24-30 in;18-24 in;24-36 in;4-9;Red;Disco Belle Red Hardy Hibiscus;Moist to Wet;Full Sun;September,August,July;Pollinators,Butterflies;Reblooming,Long Blooming,Drought Tolerant,Rain Garden,Bog;Deer Resistant;Green;Fast;Low;Fall,Summer; ;
Hypericum calycinum;12-18 in;18-24 in;24 in;5 - 9;Bright Yellow;St. John's wort;Dry to Moist;Full Sun to Partial Shade;August,July;Butterflies,Pollinators;Rock Garden,Ground Cover,Drought Tolerant; ;Green; ; ;Fall,Summer,Spring; ;
Hypericum prolificum;1-5 ft;1-4 ft;2 ft;3-8;Gold, Green;shrubby St John's wort;Dry to Moist;Full Sun to Partial Shade;August,July,June;Butterflies,Pollinators;East-Coast Native,Drought Tolerant,Cut Flower,Coastal,Clay Soil,Rock Garden,Naturalizing;Deer Resistant;Green;Medium;Medium;Summer,Spring; ;
Iris fulva;2-3 Feet; ; ;5-9;Copper;Copper Iris;Wet to Moist;Full Sun to Partial Shade;June,May;Butterflies,Pollinators,Hummingbirds;Naturalizing,East-Coast Native,Clay Soil,Rain Garden,Bog;Deer Resistant;Green;Fast; ;Summer,Spring; ;
Iris versicolor;2-3 ft;2-3 ft; ;2-7;Blue;Blue flag;Wet to Moist;Full Sun to Partial Shade;June,May;Hummingbirds;Naturalizing,Bog;Deer Resistant;Green; ; ; ; ;
Iris virginica;2 ft;2-3 ft; ;5-9;Blue;Southern blue flag;Wet to Moist;Full Sun to Partial Shade;June,May;Butterflies,Pollinators;Naturalizing,Bog;Deer Resistant;Green;Fast; ;Summer,Spring;TCE-trichloroethylene,TCE-trichloroethyleneand by-products;
Juncus effusus;3-4 ft;2-3 ft;2 ft;2-9;Insignificant;Soft rush;Moist to Wet,Wet,Wet to Moist,Moist;Full Sun;July;Pollinators;Coastal,Clay Soil,Bog,Naturalizing,Rain Garden,Evergreen,East-Coast Native;Deer Resistant;Green;Fast; ;Summer,Spring,Winter,Fall; ;
Juncus tenuis;6-24 in;6-24 in;12 in;3-9;Green, Tan;Path rush;Moist to Wet;Full Sun to Full Shade;July;Pollinators;Naturalizing,Ground Cover,Rain Garden,Drought Tolerant,Clay Soil,Bog;Deer Resistant;Green;Fast;Medium;Spring,Winter,Fall,Summer; ;
Kalimeris incisa 'Blue Star';12-18 in;12-18 in;18-24 in;5 - 9;Light Blue;Kalimeris;Dry to Moist;Full Shade to Partial Shade;September,August,July,June;Butterflies,Pollinators;Naturalizing,Long Blooming,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden; ;Green;Fast;Medium;Fall,Summer,Spring; ;
Koeleria macrantha;1-2 ft;1-2 ft;2-3 ft;3-9;Green, Tan;Prairie junegrass;Dry;Full Sun;June,May;Songbirds;Naturalizing,East-Coast Native,Drought Tolerant,Dried Flower; ;Green;Fast;Medium;Fall,Summer; ;
Leucanthemum × superbum 'Becky';3-4 ft;2-3 ft;3-4 ft;5 - 9;White;Becky shasta daisy;Dry to Moist;Full Sun to Partial Shade;September,August,July;Butterflies,Songbirds,Pollinators;Favorite,Drought Tolerant,Cut Flower,Clay Soil,Reblooming,Long Blooming;Deer Resistant;Green;Fast;Low;Summer,Spring; ;
Liatris ligulistylis;1-3 ft;1 ft;18 in;3-8;Purple;Rocky Mountain blazing star;Dry to Moist;Full Sun;September,August,July;Pollinators,Butterflies;Long Blooming,East-Coast Native,Drought Tolerant,Cut Flower,Rock Garden,Naturalizing; ;Green;Slow; ;Fall,Summer,Spring; ;
Liatris microcephala;2 ft;1 ft;18-24 in;4-8;Purple, Rose;Appalachian blazing star;Moist to Dry;Full Sun to Partial Shade;September,August;Butterflies,Songbirds,Pollinators,Hummingbirds;Rock Garden,Drought Tolerant,Cut Flower;Deer Resistant;Green; ; ; ; ;
Liatris pycnostachya;2-5 ft;1-2 ft; ;3-9;Purple, Rose;Prairie Blazing Star;Dry to Moist;Full Sun;August,July;Songbirds,Pollinators,Butterflies;Dried Flower,Cut Flower,Clay Soil,Naturalizing,Interesting Foliage,Drought Tolerant;Deer Resistant;Green;Fast; ;Summer,Spring; ;
Liatris scariosa;3-5 ft;1-2 Feet;18-24 in;3-8;Purple;Savanna blazing star;Moist to Dry;Full Sun to Partial Shade;October,September,August;Butterflies,Pollinators;Naturalizing,Long Blooming,Drought Tolerant,Cut Flower,Clay Soil,Rock Garden; ;Green;Fast;Low;Summer,Spring; ;
